²;N;Operator;Vernacular;TreeID;SampleID;ID TRY;ScientificName;Family;genus;species;RDMC ;RootAverageLenght ;Rootdryweight;Rootfreshweight;RSL;WD;BarkTh;DBH;PetioleL;LeafThickness;LeafArea;FreshWeight;DryWeight;LDMC;SLA;Dispers;Deciduousness;SPAD
138;NA;Marco;Ouara grand;A;3;NA;Cola gigantea;Sterculiaceae;Cola;gigantea;347605;7,357;;;0,021;0,48;0,96;513;9,9;0,73;39720;15,85;52350;33039;1,202231;1;2;53,5
139;NA;Marco;Ouara grand;B;1;NA;Cola gigantea;Sterculiaceae;Cola;gigantea;331283;5,143;;;0,016;0,48;1,29;513;6,9;0,57;20782;6,89;24333;35317;0,58843;1;2;56,5
140;NA;Marco;Ouara grand;B;2;NA;Cola gigantea;Sterculiaceae;Cola;gigantea;366804;5,865;;;0,016;0,48;1,53;513;6,4;0,53;19826;7,04;23867;33918;0,584547;1;2;58,1
141;NA;Marco;Ouara grand;B;3;NA;Cola gigantea;Sterculiaceae;Cola;gigantea;3,00E+05;2,423;;;0,008;0,48;0,81;199;10,9;0,29;28902;6,23;23267;37346;0,773886;1;2;55,9
142;NA;Marco;Ouara grand;C;1;NA;Cola gigantea;Sterculiaceae;Cola;gigantea;347826;2,082;;;0,006;0,48;0,9;199;13,1;0,3;58461;15,87;59200;37295;1,567527;1;2;34,9
143;NA;Marco;Ouara grand;C;2;NA;Cola gigantea;Sterculiaceae;Cola;gigantea;282051;2,193;;;0,008;0,48;0,72;199;17,8;0,31;65140;16,27;61950;38076;1,710785;1;2;37,1
144;NA;Marco;Ouara grand;C;3;NA;Cola gigantea;Sterculiaceae;Cola;gigantea;438866;9,732;;;0,022;0,48;1,36;1050;7,9;0,76;13337;7,67;29933;39027;0,34175;1;2;38,1
145;NA;Marco;Ouossoupalie a fleurs mauves;A;1;10716;Erythrina mildbraedii;Papilionaceae;Erythrina;mildbraedii;250000;2,536;;;0,01;0,2890507;1,12;100;15,2;0,24;21045;3,48;9350;26906;0,782171;1;1;45,6
146;NA;Marco;Ouossoupalie a fleurs mauves;A;2;NA;Erythrina mildbraedii;Papilionaceae;Erythrina;mildbraedii;375000;2,422;;;0,006;0,2890507;0,61;100;21,2;0,28;32593;2,74;20125;73516;0,443346;1;1;48,1
147;NA;Marco;Ouossoupalie a fleurs mauves;A;3;NA;Erythrina mildbraedii;Papilionaceae;Erythrina;mildbraedii;7,00E+05;2,014;;;0,003;0,2890507;2,73;215;5,6;0,28;7952;1,63;7028;43180;0,184149;1;1;47,9
148;NA;Marco;Ouossoupalie a fleurs mauves;B;1;NA;Erythrina mildbraedii;Papilionaceae;Erythrina;mildbraedii;572727;1,514;;;0,003;0,2890507;2,23;215;5,2;0,29;6955;1,73;7308;42301;0,164427;1;1;38,4
149;NA;Marco;Ouossoupalie a fleurs mauves;B;2;NA;Erythrina mildbraedii;Papilionaceae;Erythrina;mildbraedii;450000;1,834;;;0,004;0,2890507;2,06;215;6,1;0,33;11949;2,88;11607;40301;0,296497;1;1;47
150;NA;Marco;Ouossoupalie a fleurs mauves;B;3;NA;Erythrina mildbraedii;Papilionaceae;Erythrina;mildbraedii;NA;NA;;;NA;0,2890507;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;43,9
151;NA;Marco;Ouossoupalie a fleurs mauves;C;1;NA;Erythrina mildbraedii;Papilionaceae;Erythrina;mildbraedii;NA;NA;;;NA;0,2890507;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;39,5
152;NA;Marco;Ouossoupalie a fleurs mauves;C;2;NA;Erythrina mildbraedii;Papilionaceae;Erythrina;mildbraedii;NA;NA;;;NA;0,2890507;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;42
153;NA;Marco;Ouossoupalie a fleurs mauves;C;3;NA;Erythrina mildbraedii;Papilionaceae;Erythrina;mildbraedii;222222;2,465;;;0,011;0,2890507;1,48;100;14,5;0,27;29207;5,71;17625;30867;0,946223;1;1;38,5
154;NA;Marco;Papayer;A;1;7571;Carica papaya;Caricaceae;Carica;papaya;177778;2,278;;;0,013;0,1875;0,57;66;34,9;0,38;94931;17,81;33400;18754;5,062029;3;2;58,8
155;NA;Marco;Papayer;A;2;NA;Carica papaya;Caricaceae;Carica;papaya;187500;2,371;;;0,013;0,1875;0,62;66;22,8;0,3;38392;6,42;11100;17290;2,220528;3;2;61,7
156;NA;Marco;Papayer;A;3;NA;Carica papaya;Caricaceae;Carica;papaya;101695;5,416;;;0,053;0,1875;0,86;72;36,2;0,42;103009;25,76;44900;17430;5,909803;3;2;54
157;NA;Marco;Papayer;B;1;NA;Carica papaya;Caricaceae;Carica;papaya;121951;4,666;;;0,038;0,1875;0,86;72;49,8;0,42;110696;27,6;65800;23841;4,64318;3;2;57,1
158;NA;Marco;Papayer;B;2;NA;Carica papaya;Caricaceae;Carica;papaya;130435;3,823;;;0,029;0,1875;0,71;72;24,7;0,32;95727;23,79;56400;23707;4,037834;3;2;58,7
159;NA;Marco;Papayer;B;3;NA;Carica papaya;Caricaceae;Carica;papaya;97561;4,679;;;0,048;0,1875;0,6;74;58,1;0,4;134033;32,31;79800;24698;5,426833;3;2;49,7
160;NA;Marco;Papayer;C;1;NA;Carica papaya;Caricaceae;Carica;papaya;1,00E+05;4,756;;;0,048;0,1875;0,64;74;26,8;0,46;90696;20,24;42300;20899;4,339662;3;2;42,5
161;NA;Marco;Papayer;C;2;NA;Carica papaya;Caricaceae;Carica;papaya;129032;3,843;;;0,03;0,1875;0,35;74;51,7;0,48;116932;26,3;45400;17262;6,773831;3;2;49,8
162;NA;Marco;Papayer;C;3;NA;Carica papaya;Caricaceae;Carica;papaya;120000;6,734;;;0,056;0,1875;0,42;66;60,3;0,32;101944;18,68;37900;20289;5,024575;3;2;47,2
163;NA;Marco;Pepe Angrouafou;A;1;32295;Ficus variifolia;Moraceae;Ficus;variifolia;217391;1,612;;;0,007;0,4055347;0,66;280;3;0,4;6102;1,42;5920;41573;0,146779;3;2;43
164;NA;Marco;Pepe Angrouafou;A;2;NA;Ficus variifolia;Moraceae;Ficus;variifolia;288136;1,827;;;0,006;0,4055347;0,73;280;3,3;0,41;8407;2,36;9380;39746;0,211522;3;2;42,5
165;NA;Marco;Pepe Angrouafou;A;3;NA;Ficus variifolia;Moraceae;Ficus;variifolia;3,00E+05;1,947;;;0,006;0,4055347;0,62;301;2;0,43;8688;2,04;8600;42198;0,205883;3;2;43,2
166;NA;Marco;Pepe Angrouafou;B;1;NA;Ficus variifolia;Moraceae;Ficus;variifolia;428571;2,466;;;0,006;0,4055347;0,64;301;2,7;0,44;13249;2,64;11300;42835;0,309297;3;2;42,5
167;NA;Marco;Pepe Angrouafou;B;2;NA;Ficus variifolia;Moraceae;Ficus;variifolia;3,00E+05;2,129;;;0,007;0,4055347;0,74;301;3,1;0,46;13601;2,88;14975;52033;0,26139;3;2;39,7
168;NA;Marco;Pepe Angrouafou;B;3;NA;Ficus variifolia;Moraceae;Ficus;variifolia;250000;2,504;;;0,01;0,4055347;0,68;256;2,6;0,45;6272;1,99;8150;41058;0,152748;3;2;44,1
169;NA;Marco;Pepe Angrouafou;C;1;NA;Ficus variifolia;Moraceae;Ficus;variifolia;267857;2,393;;;0,009;0,4055347;0,66;256;2,2;0,36;15287;4,86;17200;35427;0,431499;3;2;44,4
170;NA;Marco;Pepe Angrouafou;C;2;NA;Ficus variifolia;Moraceae;Ficus;variifolia;264706;2,029;;;0,008;0,4055347;0,79;256;5,6;0,5;2757;0,8;2350;29560;0,093265;3;2;41,3
171;NA;Marco;Pepe Angrouafou;C;3;NA;Ficus variifolia;Moraceae;Ficus;variifolia;203390;2,052;;;0,01;0,4055347;0,65;280;2,8;0,43;8327;2,09;8520;40805;0,20407;3;2;39,1
172;NA;Marco;Samba;A;1;NA;Triplochiton scleroxylon;Sterculiaceae;Triplochiton;scleroxylon;237288;2,912;;;0,012;0,3345;0,75;298;4,2;0,29;7494;1,3;7625;58694;0,125774;2;1;54,7
173;NA;Marco;Samba;A;2;NA;Triplochiton scleroxylon;Sterculiaceae;Triplochiton;scleroxylon;452899;4,017;;;0,009;0,3345;0,81;298;3;0,28;5258;0,98;6660;67621;0,092805;2;1;38
174;NA;Marco;Samba;A;3;NA;Triplochiton scleroxylon;Sterculiaceae;Triplochiton;scleroxylon;438452;1,562;;;0,004;0,3345;0,83;569;5,1;0,27;11852;1,88;11650;62034;0,19106;2;1;42,1
175;NA;Marco;Samba;B;1;NA;Triplochiton scleroxylon;Sterculiaceae;Triplochiton;scleroxylon;450306;3,471;;;0,008;0,3345;0,8;569;4,6;0,29;11801;1,64;10500;63902;0,184677;2;1;45,1
176;NA;Marco;Samba;B;2;NA;Triplochiton scleroxylon;Sterculiaceae;Triplochiton;scleroxylon;441940;2,43;;;0,005;0,3345;0,91;569;5,9;0,28;22057;2,87;20500;71553;0,308253;2;1;39,4
177;NA;Marco;Samba;B;3;NA;Triplochiton scleroxylon;Sterculiaceae;Triplochiton;scleroxylon;410919;5,186;;;0,013;0,3345;0,77;236;4,7;0,27;12572;1,47;8775;59538;0,221277;2;1;43,4
178;NA;Marco;Samba;C;1;NA;Triplochiton scleroxylon;Sterculiaceae;Triplochiton;scleroxylon;406805;1,731;;;0,004;0,3345;0,91;236;4,6;0,29;11969;1,28;8225;64075;0,177843;2;1;45,6
179;NA;Marco;Samba;C;2;NA;Triplochiton scleroxylon;Sterculiaceae;Triplochiton;scleroxylon;418288;2,212;;;0,005;0,3345;0,83;236;5,2;0,25;13913;1,62;9075;56123;0,256103;2;1;47,6
180;NA;Marco;Samba;C;3;NA;Triplochiton scleroxylon;Sterculiaceae;Triplochiton;scleroxylon;368916;8,796;;;0,024;0,3345;0,7;298;3,6;0,3;6752;1,29;7820;60567;0,123144;2;1;47,5
181;900;Vincyane;Eho;A;1;NA;NA;NA;Ricinodendron;heudelotii;NA;NA;903;3,34;NA;NA;0,93;NA;11,9;0,04;NA;10,73;2607;NA;NA;3;1;51,5
182;900;Vincyane;Eho;A;2;NA;NA;NA;Ricinodendron;heudelotii;NA;NA;150;0,59;NA;NA;1,11;NA;15;0,05;NA;7,07;1823;NA;NA;3;1;47,06
183;900;Vincyane;Eho;A;3;NA;NA;NA;Ricinodendron;heudelotii;NA;NA;869;3,52;NA;NA;1,2;NA;19,2;0,04;NA;14,21;3416;NA;NA;3;1;44,09
184;900;Vincyane;Eho;B;1;NA;NA;NA;Ricinodendron;heudelotii;NA;NA;320;1,27;NA;NA;0,69;NA;12,1;0,05;;12,8;2553;;;3;1;51,04
185;900;Vincyane;Eho;B;2;NA;NA;NA;Ricinodendron;heudelotii;NA;NA;961;3,45;NA;NA;0,67;NA;16,6;0,02;NA;11,02;2666;NA;NA;3;1;59,08
186;900;Vincyane;Eho;B;3;NA;NA;NA;Ricinodendron;heudelotii;NA;NA;443;1,62;NA;NA;0,68;NA;19;0,04;NA;11,06;2607;NA;NA;3;1;51,05
187;900;Vincyane;Eho;C;1;NA;NA;NA;Ricinodendron;heudelotii;NA;NA;767;3,33;NA;NA;0,67;NA;15,1;0,02;NA;8,57;1845;NA;NA;3;1;55,1
188;900;Vincyane;Eho;C;2;NA;NA;NA;Ricinodendron;heudelotii;NA;NA;1180;5,02;NA;NA;0,79;NA;20,3;0,06;NA;9,11;2287;NA;NA;3;1;49,4
189;900;Vincyane;Eho;C;3;NA;NA;NA;Ricinodendron;heudelotii;NA;NA;808;3,01;NA;NA;0,69;NA;18;0,05;NA;8,03;1840;NA;NA;3;1;51,2
190;675;Vincyane;Okoue nitida;A;1;NA;NA;NA;Baphia;nitida;NA;NA;62;0,11;NA;NA;0,53;NA;0,7;0,02;NA;0,38;163;NA;NA;3;2;47,8
191;675;Vincyane;Okoue nitida;A;2;NA;NA;NA;Baphia;nitida;NA;NA;170;0,29;NA;NA;0,49;NA;0,9;0,02;NA;0,36;144;NA;NA;3;2;48,7
192;675;Vincyane;Okoue nitida;A;3;NA;NA;NA;Baphia;nitida;NA;NA;396;0,83;NA;NA;0,45;NA;0,8;0,03;NA;0,55;245;NA;NA;3;2;50,2
193;675;Vincyane;Okoue nitida;B;1;NA;NA;NA;Baphia;nitida;NA;NA;167;0,31;NA;NA;0,38;NA;1;0,02;NA;0,29;145;NA;NA;3;2;52,4
194;675;Vincyane;Okoue nitida;B;2;NA;NA;NA;Baphia;nitida;NA;NA;107;0,16;NA;NA;0,5;NA;1,3;0,03;NA;0,55;268;NA;NA;3;2;49,5
195;675;Vincyane;Okoue nitida;B;3;NA;NA;NA;Baphia;nitida;NA;NA;271;0,59;NA;NA;0,44;NA;1;0,02;NA;0,85;348;NA;NA;3;2;51,3
196;675;Vincyane;Okoue nitida;C;1;NA;NA;NA;Baphia;nitida;NA;NA;53;0,7;NA;NA;0,38;NA;0,9;0,02;NA;0,51;205;NA;NA;3;2;44,5
197;675;Vincyane;Okoue nitida;C;2;NA;NA;NA;Baphia;nitida;NA;NA;163;0,36;NA;NA;0,49;NA;0,8;0,03;NA;0,7;273;NA;NA;3;2;47,9
198;675;Vincyane;Okoue nitida;C;3;NA;NA;NA;Baphia;nitida;NA;NA;103;0,18;NA;NA;0,37;NA;0,9;0,02;NA;0,83;344;NA;NA;3;2;47,1
199;518;Vincyane;Adaschia;A;1;NA;NA;NA;Trema;orientalis;NA;NA;282;0,99;NA;NA;0,38;NA;1,5;0,05;NA;1,27;514;NA;NA;3;2;41
200;518;Vincyane;Adaschia;A;2;NA;NA;NA;Trema;orientalis;NA;NA;280;0,69;NA;NA;0,46;NA;1,2;0,03;NA;0,63;222;NA;NA;3;2;42,4
201;518;Vincyane;Adaschia;A;3;NA;NA;NA;Trema;orientalis;NA;NA;373;0,65;NA;NA;0,35;NA;1,4;0,04;NA;1,14;439;NA;NA;3;2;49,9
202;518;Vincyane;Adaschia;B;1;NA;NA;NA;Trema;orientalis;NA;NA;286;0,81;NA;NA;0,37;NA;0,8;0,03;NA;0,39;142;NA;NA;3;2;42,8
203;518;Vincyane;Adaschia;B;2;NA;NA;NA;Trema;orientalis;NA;NA;253;0,65;NA;NA;0,36;NA;0,8;0,04;NA;0,47;163;NA;NA;3;2;40,7
204;518;Vincyane;Adaschia;B;3;NA;NA;NA;Trema;orientalis;NA;NA;381;1,19;NA;NA;0,35;NA;1,7;0,03;NA;0,84;302;NA;NA;3;2;37,5
205;518;Vincyane;Adaschia;C;1;NA;NA;NA;Trema;orientalis;NA;NA;951;1,94;NA;NA;0,46;NA;1,3;0,06;NA;0,94;291;NA;NA;3;2;49
206;518;Vincyane;Adaschia;C;2;NA;NA;NA;Trema;orientalis;NA;NA;454;0,75;NA;NA;0,43;NA;1,3;0,05;NA;0,7;250;NA;NA;3;2;48,7
207;518;Vincyane;Adaschia;C;3;NA;NA;NA;Trema;orientalis;NA;NA;262;0,5;NA;NA;0,43;NA;1,3;0,06;NA;1,13;369;NA;NA;3;2;48,2
208;462;Vincyane;Balie;A;1;NA;NA;NA;Newbouldia;laevis;NA;NA;454;1,85;NA;NA;0,77;NA;11,5;0,02;NA;8,39;2272;NA;NA;3;2;44,1
209;462;Vincyane;Balie;A;2;NA;NA;NA;Newbouldia;laevis;NA;NA;482;1,18;NA;NA;0,74;NA;7,3;0,04;NA;13,16;3779;NA;NA;3;2;54,6
210;462;Vincyane;Balie;A;3;NA;NA;NA;Newbouldia;laevis;NA;NA;343;0,95;NA;NA;0,83;NA;10;0,03;NA;18,37;5636;NA;NA;3;2;54,1
211;462;Vincyane;Balie;B;1;NA;NA;NA;Newbouldia;laevis;NA;NA;482;1,33;NA;NA;0,74;NA;15,5;0,05;NA;6,82;2152;NA;NA;3;2;38,5
212;462;Vincyane;Balie;B;2;NA;NA;NA;Newbouldia;laevis;NA;NA;179;0,47;NA;NA;0,84;NA;18;0,04;NA;8,88;2573;NA;NA;3;2;56,8
213;462;Vincyane;Balie;B;3;NA;NA;NA;Newbouldia;laevis;NA;NA;555;1,55;NA;NA;0,71;NA;14,7;0,04;NA;12,8;4006;NA;NA;3;2;55,1
214;462;Vincyane;Balie;C;1;NA;NA;NA;Newbouldia;laevis;NA;NA;86;0,4;NA;NA;0,83;NA;11,7;0,03;NA;6,92;1991;NA;NA;3;2;38,6
215;462;Vincyane;Balie;C;2;NA;NA;NA;Newbouldia;laevis;NA;NA;82;0,33;NA;NA;0,8;NA;12;0,05;NA;12,29;3835;NA;NA;3;2;57,8
216;462;Vincyane;Balie;C;3;NA;NA;NA;Newbouldia;laevis;NA;NA;368;1,58;NA;NA;0,67;NA;11,2;0,02;NA;11,48;3938;NA;NA;3;2;60,2
217;310;Vincyane;Bape;A;1;NA;NA;NA;Anthonotha;vignei;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;2;
218;310;Vincyane;Bape;A;2;NA;NA;NA;Anthonotha;vignei;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;2;
219;310;Vincyane;Bape;A;3;NA;NA;NA;Anthonotha;vignei;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;2;
220;310;Vincyane;Bape;B;1;NA;NA;NA;Anthonotha;vignei;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;2;
221;310;Vincyane;Bape;B;2;NA;NA;NA;Anthonotha;vignei;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;2;
222;310;Vincyane;Bape;B;3;NA;NA;NA;Anthonotha;vignei;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;2;
223;310;Vincyane;Bape;C;1;NA;NA;NA;Anthonotha;vignei;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;2;
224;310;Vincyane;Bape;C;2;NA;NA;NA;Anthonotha;vignei;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;2;
225;310;Vincyane;Bape;C;3;NA;NA;NA;Anthonotha;vignei;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;2;
226;267;Vincyane;Okoue / polyglacea;A;1;NA;NA;NA;Baphia;polygalacea;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;1;
227;267;Vincyane;Okoue / polyglacea;A;2;NA;NA;NA;Baphia;polygalacea;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;1;
228;267;Vincyane;Okoue / polyglacea;A;3;NA;NA;NA;Baphia;polygalacea;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;1;
229;267;Vincyane;Okoue / polyglacea;B;1;NA;NA;NA;Baphia;polygalacea;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;1;
230;267;Vincyane;Okoue / polyglacea;B;2;NA;NA;NA;Baphia;polygalacea;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;1;
231;267;Vincyane;Okoue / polyglacea;B;3;NA;NA;NA;Baphia;polygalacea;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;1;
232;267;Vincyane;Okoue / polyglacea;C;1;NA;NA;NA;Baphia;polygalacea;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;1;
233;267;Vincyane;Okoue / polyglacea;C;2;NA;NA;NA;Baphia;polygalacea;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;1;
234;267;Vincyane;Okoue / polyglacea;C;3;NA;NA;NA;Baphia;polygalacea;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;1;
235;165;Vincyane;NGavi a gros fruits;A;1;NA;NA;NA;Diospyros;mannii;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;2;
236;165;Vincyane;NGavi a gros fruits;A;2;NA;NA;NA;Diospyros;mannii;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;2;
237;165;Vincyane;NGavi a gros fruits;A;3;NA;NA;NA;Diospyros;mannii;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;2;
238;165;Vincyane;NGavi a gros fruits;B;1;NA;NA;NA;Diospyros;mannii;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;2;
239;165;Vincyane;NGavi a gros fruits;B;2;NA;NA;NA;Diospyros;mannii;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;2;
240;165;Vincyane;NGavi a gros fruits;B;3;NA;NA;NA;Diospyros;mannii;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;2;
241;165;Vincyane;NGavi a gros fruits;C;1;NA;NA;NA;Diospyros;mannii;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;2;
242;165;Vincyane;NGavi a gros fruits;C;2;NA;NA;NA;Diospyros;mannii;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;2;
243;165;Vincyane;NGavi a gros fruits;C;3;NA;NA;NA;Diospyros;mannii;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;2;
244;164;Vincyane;Pore pore;A;1;NA;NA;NA;Sterculia;tragacantha;NA;NA;312;1,08;NA;NA;0,47;NA;2,6;0,07;NA;1,05;521;NA;NA;3;1;44,4
245;164;Vincyane;Pore pore;A;2;NA;NA;NA;Sterculia;tragacantha;NA;NA;245;0,89;NA;NA;0,68;NA;3,5;0,06;NA;2,09;1016;NA;NA;3;1;46,5
246;164;Vincyane;Pore pore;A;3;NA;NA;NA;Sterculia;tragacantha;NA;NA;120;1,51;NA;NA;0,6;NA;3,9;0,07;NA;1,99;1034;NA;NA;3;1;47,7
247;164;Vincyane;Pore pore;B;1;NA;NA;NA;Sterculia;tragacantha;NA;NA;607;2,35;NA;NA;1,02;NA;1,52;0,04;NA;0,95;552;NA;NA;3;1;42,3
248;164;Vincyane;Pore pore;B;2;NA;NA;NA;Sterculia;tragacantha;NA;NA;56;0,19;NA;NA;0,95;NA;3,7;0,06;NA;1,78;832;NA;NA;3;1;41,6
249;164;Vincyane;Pore pore;B;3;NA;NA;NA;Sterculia;tragacantha;NA;NA;403;0,44;NA;NA;0,62;NA;4,2;0,04;NA;1,87;857;NA;NA;3;1;42,9
250;164;Vincyane;Pore pore;C;1;NA;NA;NA;Sterculia;tragacantha;NA;NA;193;0,71;NA;NA;0,81;NA;3,2;0,03;NA;0,81;285;NA;NA;3;1;41,3
251;164;Vincyane;Pore pore;C;2;NA;NA;NA;Sterculia;tragacantha;NA;NA;98;0,33;NA;NA;0,73;NA;2,3;0,04;NA;1,45;523;NA;NA;3;1;38,6
252;164;Vincyane;Pore pore;C;3;NA;NA;NA;Sterculia;tragacantha;NA;NA;355;1,36;NA;NA;0,8;NA;4,3;0,04;NA;2,18;830;NA;NA;3;1;46,1
253;156;Vincyane;Kekemi;A;1;NA;NA;NA;Diospyros;viridicans;NA;NA;160;0,4;NA;NA;0,4;NA;0,5;0,03;NA;0,55;285;NA;NA;3;2;34,6
254;156;Vincyane;Kekemi;A;2;NA;NA;NA;Diospyros;viridicans;NA;NA;387;0,91;NA;NA;0,35;NA;1,5;0,03;NA;0,74;367;NA;NA;3;2;55,6
255;156;Vincyane;Kekemi;A;3;NA;NA;NA;Diospyros;viridicans;NA;NA;472;1,3;NA;NA;0,47;NA;1,2;0,04;NA;0,79;373;NA;NA;3;2;63,1
256;156;Vincyane;Kekemi;B;1;NA;NA;NA;Diospyros;viridicans;NA;NA;636;1,25;NA;NA;0,77;NA;1,2;0,04;NA;0,97;272;NA;NA;3;2;57,4
257;156;Vincyane;Kekemi;B;2;NA;NA;NA;Diospyros;viridicans;NA;NA;610;1,21;NA;NA;0,73;NA;1,3;0,03;NA;1,21;323;NA;NA;3;2;49,1
258;156;Vincyane;Kekemi;B;3;NA;NA;NA;Diospyros;viridicans;NA;NA;129;0,23;NA;NA;0,75;NA;1,6;0,05;NA;1,38;510;NA;NA;3;2;66,1
259;156;Vincyane;Kekemi;C;1;NA;NA;NA;Diospyros;viridicans;NA;NA;128;0,32;NA;NA;0,3;NA;1,5;0,03;NA;0,55;201;NA;NA;3;2;42,5
260;156;Vincyane;Kekemi;C;2;NA;NA;NA;Diospyros;viridicans;NA;NA;144;0,18;NA;NA;0,29;NA;1,5;0,04;NA;0,97;362;NA;NA;3;2;47,3
261;156;Vincyane;Kekemi;C;3;NA;NA;NA;Diospyros;viridicans;NA;NA;129;0,3;NA;NA;0,26;NA;1,8;0,04;NA;0,87;324;NA;NA;3;2;46,8
262;145;Vincyane;Banaye heudeloti;A;1;NA;NA;NA;Trichilia;heudelotii;NA;NA;215;0,54;NA;NA;0,35;NA;12,7;0,03;NA;4,37;1805;NA;NA;3;2;65,8
263;145;Vincyane;Banaye heudeloti;A;2;NA;NA;NA;Trichilia;heudelotii;NA;NA;563;1,46;NA;NA;0,33;NA;13,5;0,04;NA;7,85;3211;NA;NA;3;2;57,3
264;145;Vincyane;Banaye heudeloti;A;3;NA;NA;NA;Trichilia;heudelotii;NA;NA;221;0,57;NA;NA;0,39;NA;11,5;0,03;NA;7,14;3155;NA;NA;3;2;70,4
265;145;Vincyane;Banaye heudeloti;B;1;NA;NA;NA;Trichilia;heudelotii;NA;NA;414;0,63;NA;NA;0,34;NA;5,8;0,04;NA;4,18;1804;NA;NA;3;2;64,4
266;145;Vincyane;Banaye heudeloti;B;2;NA;NA;NA;Trichilia;heudelotii;NA;NA;154;0,23;NA;NA;0,3;NA;7,7;0,04;NA;7,22;3056;NA;NA;3;2;64
267;145;Vincyane;Banaye heudeloti;B;3;NA;NA;NA;Trichilia;heudelotii;NA;NA;279;0,41;NA;NA;0,31;NA;8,7;0,05;NA;8,3;3438;NA;NA;3;2;65
268;145;Vincyane;Banaye heudeloti;C;1;NA;NA;NA;Trichilia;heudelotii;NA;NA;259;0,37;NA;NA;0,29;NA;13,3;0,03;NA;9,44;2328;NA;NA;3;2;40,3
269;145;Vincyane;Banaye heudeloti;C;2;NA;NA;NA;Trichilia;heudelotii;NA;NA;176;0,49;NA;NA;0,31;NA;8,5;0,02;NA;2,49;661;NA;NA;3;2;32,2
270;145;Vincyane;Banaye heudeloti;C;3;NA;NA;NA;Trichilia;heudelotii;NA;NA;98;0,15;NA;NA;0,31;NA;10,4;0,03;NA;7,03;2413;NA;NA;3;2;40,5
271;140;Vincyane;Akatio;A;1;NA;NA;NA;Gambeya;africana;NA;NA;191;0,39;NA;NA;0,44;NA;1,7;0,02;NA;1,17;541;NA;NA;3;2;56,7
272;140;Vincyane;Akatio;A;2;NA;NA;NA;Gambeya;africana;NA;NA;129;0,25;NA;NA;0,43;NA;1,7;0,02;NA;1,07;625;NA;NA;3;2;56,6
273;140;Vincyane;Akatio;A;3;NA;NA;NA;Gambeya;africana;NA;NA;104;0,23;NA;NA;0,37;NA;1,6;0,04;NA;1,91;799;NA;NA;3;2;49,2
274;140;Vincyane;Akatio;B;1;NA;NA;NA;Gambeya;africana;NA;NA;310;0,66;NA;NA;0,53;NA;2,3;0,03;NA;0,82;423;NA;NA;3;2;61,5
275;140;Vincyane;Akatio;B;2;NA;NA;NA;Gambeya;africana;NA;NA;148;0,46;NA;NA;0,48;NA;2;0,03;NA;1,26;672;NA;NA;3;2;60
276;140;Vincyane;Akatio;B;3;NA;NA;NA;Gambeya;africana;NA;NA;97;0,26;NA;NA;0,55;NA;1,6;0,03;NA;0,83;474;NA;NA;3;2;57,3
