image,diam_max,diam_mean,diam_mode,length,area,width,depth,width_depth_ratio,com_x,com_y,ellips_025,ellips_050,ellips_075,ellips_100,rect_020,rect_040,rect_060,rect_080,directionality,tip_count,cross_hori_0_mean,cross_hori_0_max,cross_hori_1_mean,cross_hori_1_max,cross_hori_2_mean,cross_hori_2_max,cross_hori_3_mean,cross_hori_3_max,cross_hori_4_mean,cross_hori_4_max,cross_hori_5_mean,cross_hori_5_max,cross_hori_6_mean,cross_hori_6_max,cross_hori_7_mean,cross_hori_7_max,cross_hori_8_mean,cross_hori_8_max,cross_hori_9_mean,cross_hori_9_max,cross_hori_10_mean,cross_hori_10_max,cross_hori_11_mean,cross_hori_11_max,cross_hori_12_mean,cross_hori_12_max,cross_hori_13_mean,cross_hori_13_max,cross_hori_14_mean,cross_hori_14_max,cross_hori_15_mean,cross_hori_15_max,cross_hori_16_mean,cross_hori_16_max,cross_hori_17_mean,cross_hori_17_max,cross_hori_18_mean,cross_hori_18_max,cross_hori_19_mean,cross_hori_19_max,cross_hori_20_mean,cross_hori_20_max,cross_hori_21_mean,cross_hori_21_max,cross_hori_22_mean,cross_hori_22_max,cross_hori_23_mean,cross_hori_23_max,cross_hori_24_mean,cross_hori_24_max,cross_hori_25_mean,cross_hori_25_max,cross_hori_26_mean,cross_hori_26_max,cross_hori_27_mean,cross_hori_27_max,cross_hori_28_mean,cross_hori_28_max,cross_hori_29_mean,cross_hori_29_max,cross_vert_mean,cross_vert_max,convexhull,coord_x0,coord_x1,coord_x2,coord_x3,coord_x4,coord_x5,coord_x6,coord_x7,coord_x8,coord_x9,coord_x10,coord_x11,coord_x12,coord_x13,coord_x14,coord_x15,coord_x16,coord_x17,coord_x18,coord_x19,diff_x0,diff_x1,diff_x2,diff_x3,diff_x4,diff_x5,diff_x6,diff_x7,diff_x8,diff_x9,cumul_x0,cumul_x1,cumul_x2,cumul_x3,cumul_x4,cumul_x5,cumul_x6,cumul_x7,cumul_x8,cumul_x9
Fara 2 R1 001.tif,0.20512821,0.049526032,0.051282052,62.525642,480.57693,12.179487,21.02564,0.5792683,0.41630933,0.40182462,1.9200213,5.968574,9.740723,14.109484,8.127972,7.893611,8.142003,8.192344,12.777463,110.0,0.10526316,11.0,0.27017543,11.0,0.41754386,11.0,0.6982456,11.0,1.1403508,11.0,1.5719298,11.0,1.9894737,12.0,2.5614035,14.0,3.368421,15.0,4.112281,17.0,4.554386,17.0,4.97193,17.0,5.1684213,17.0,5.305263,17.0,5.1298246,17.0,4.7298245,17.0,4.3649125,17.0,4.231579,17.0,3.8666666,17.0,3.3298244,17.0,2.6421053,17.0,2.3649123,17.0,2.0526316,17.0,1.9087719,17.0,1.7789474,17.0,1.7789474,17.0,1.8807018,17.0,1.8947369,17.0,1.708772,21.0,1.6280701,21.0,8.096256,72.0,3974600.0,0.95894736,0.45578948,0.123157896,0.053684212,0.005263158,0.4031579,0.52947366,0.46842104,0.56526315,0.6294737,0.6315789,0.57578945,0.49157894,0.54,0.42105263,0.12421053,0.8736842,0.8821053,0.99578947,0.9663158,0.007368421,0.54,0.7589474,0.82,0.11894737,0.017894737,0.010526316,0.023157895,0.010526316,0.002105263,0.007368421,0.54736847,1.3063159,2.1263158,2.245263,2.2631578,2.2736843,2.296842,2.3073685,2.3094738
Fara 2 R2 001.tif,0.115384616,0.03456179,0.012820513,119.910255,664.47437,18.192308,22.628204,0.803966,0.49658602,0.52537364,2.2903972,7.006965,11.616837,16.130295,9.503734,9.529799,9.371047,9.451716,32.198364,273.0,0.24,1.0,0.784,14.0,2.488,16.0,3.52,16.0,4.648,16.0,5.24,16.0,4.56,13.0,3.88,13.0,3.568,13.0,3.792,15.0,4.096,18.0,5.032,18.0,6.688,25.0,6.944,25.0,7.512,25.0,6.76,25.0,6.752,25.0,7.048,22.0,8.696,26.0,9.384,26.0,10.328,26.0,9.568,26.0,7.808,18.0,6.048,17.0,4.888,18.0,3.4,18.0,2.984,18.0,3.04,18.0,2.68,11.0,2.664,11.0,6.63522,46.0,3974600.0,0.86892176,0.45454547,0.33121917,0.3065539,0.21775898,0.010570824,0.11205074,0.19732206,0.40873855,0.52219874,0.58773786,0.44749823,0.23890063,0.820296,0.80056375,0.98872447,0.9852008,0.96899223,0.888654,0.8752643,0.006342495,0.43410853,0.6377731,0.6786469,0.77096546,0.7899929,0.7082452,0.041578576,0.03875969,0.065539114,0.006342495,0.44045103,1.0782242,1.7568711,2.5278366,3.3178296,4.026075,4.0676537,4.1064134,4.1719522
Fara 2 R3 001.tif,0.16666667,0.03674544,0.012820513,78.53846,459.73077,16.76923,22.628204,0.74107647,0.30524805,0.6319767,3.1305113,9.345242,15.555816,21.618227,12.876098,12.630135,12.720293,12.633314,26.046247,145.0,0.8125,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8125,38.0,7.78125,27.0,0.53125,8.0,0.625,8.0,0.84375,6.0,2.65625,7.0,2.90625,7.0,2.09375,3.0,2.0625,3.0,2.03125,3.0,2.125,5.0,2.0,2.0,1.875,4.0,1.6875,11.0,2.0,11.0,4.15625,13.0,4.375,12.0,10.4375,35.0,11.75,25.0,8.0625,13.0,6.34375,12.0,6.3125,16.0,13.96875,29.0,3.4375,11.0,6.4891777,50.0,3974600.0,0.99235475,0.0,0.32874617,0.0,0.09097859,0.072629966,0.545107,0.08792049,0.017584099,0.03440367,0.08792049,0.3707951,0.675841,0.55504584,0.28669724,0.2614679,1.0,0.4350153,1.0,0.9938838,0.001529052,1.0,0.10626911,1.0,0.1704893,0.21406728,0.009938838,0.5879205,0.35321102,0.05351682,0.001529052,1.0015291,1.1077982,2.107798,2.2782874,2.4923546,2.5022936,3.090214,3.443425,3.4969418
Fara 3 R1 001.tif,0.12820514,0.040296428,0.012820513,41.564102,266.42307,12.884615,16.73077,0.77011496,0.5183179,0.7144454,3.1143832,9.286415,15.306145,21.154661,12.615322,12.606467,12.341706,12.314662,23.647734,81.0,0.2972973,14.0,0.15315315,7.0,0.2972973,14.0,0.15315315,7.0,0.2972973,14.0,0.0,0.0,0.0,0.0,0.054054055,6.0,0.22522523,7.0,0.1981982,6.0,0.22522523,7.0,0.25225225,6.0,0.46846846,11.0,0.14414415,3.0,1.8378378,17.0,3.108108,19.0,4.36036,17.0,5.3513513,19.0,6.252252,18.0,5.783784,19.0,4.4234233,18.0,3.6846848,19.0,3.4234235,18.0,3.09009,11.0,3.2432432,8.0,3.6486487,11.0,3.8468468,12.0,3.7387388,10.0,3.855856,12.0,3.9009008,10.0,4.172932,59.0,3974600.0,0.0,0.0,0.0,0.0,0.0,0.08358209,0.021890547,0.019900497,0.049751244,0.31741294,0.32238805,0.8368159,0.9034826,0.93731344,0.78905475,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.70547265,0.91542286,0.8835821,0.7870647,0.0049751243,1.0,2.0,3.0,4.0,5.0,5.7054725,6.6208954,7.5044775,8.291542,8.296517
Fara 3 R2 001.tif,0.20512821,0.053468984,0.012820513,51.858974,430.98718,14.205129,18.782051,0.756314,0.5094167,0.64708537,2.3750782,7.112443,11.388286,16.166136,9.652914,9.556861,9.314097,9.343279,23.115978,109.0,0.15929204,8.0,0.15929204,8.0,0.15929204,8.0,0.15929204,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33628318,10.0,0.33628318,10.0,0.33628318,10.0,0.96460176,10.0,1.0884956,6.0,2.0442479,16.0,2.7079647,16.0,3.9734514,17.0,4.7699113,17.0,5.513274,17.0,5.9292035,17.0,6.2743363,17.0,5.477876,16.0,4.973451,13.0,4.681416,13.0,4.371681,11.0,4.39823,11.0,3.9557521,11.0,3.5486727,11.0,3.238938,11.0,2.6460178,11.0,2.39823,8.0,2.4336283,8.0,5.356,55.0,3974600.0,0.0,0.0,0.0,0.8700361,0.7211191,0.10379061,0.07129964,0.35469314,0.39079422,0.77527076,0.84205776,0.616426,0.5424188,0.5622744,0.6308664,0.87545127,0.91064984,1.0,1.0,1.0,1.0,1.0,1.0,0.04061372,0.15433213,0.5270758,0.49097472,0.18772563,0.22563177,0.066787004,1.0,2.0,3.0,3.0406137,3.1949458,3.7220216,4.2129965,4.400722,4.6263537,4.693141
Fara 3 R3 001.tif,0.24358974,0.04172549,0.012820513,65.666664,432.1282,12.743589,21.820513,0.5840188,0.37673178,0.6154823,2.4726162,7.217261,12.177802,16.64217,10.052187,9.895093,9.717735,9.890227,34.94311,129.0,0.23728813,10.0,0.23728813,10.0,0.23728813,10.0,0.23728813,10.0,0.0,0.0,0.0,0.0,0.12711865,3.0,0.6694915,9.0,1.1271186,9.0,1.5084746,9.0,1.9745762,9.0,2.7627118,9.0,3.3474576,10.0,3.8728814,10.0,4.4576273,10.0,4.576271,10.0,4.398305,10.0,4.3898306,15.0,3.5338984,15.0,3.1101694,15.0,2.338983,15.0,1.8050847,13.0,1.8305085,13.0,2.1101694,13.0,2.1949153,13.0,2.4915254,11.0,3.0508475,11.0,5.076271,19.0,6.2711864,19.0,8.144068,42.0,5.3,46.0,3974600.0,0.0,0.0,0.0,0.15492958,0.0472837,0.018108651,0.086519115,0.0,0.04828974,0.3782696,0.4356137,0.67404425,0.018108651,0.100603625,0.8078471,0.84004027,0.42555332,1.0,1.0,1.0,1.0,1.0,1.0,0.27062374,0.79275656,0.7897384,0.014084507,0.018108651,0.62575454,0.057344064,1.0,2.0,3.0,3.2706237,4.0633802,4.853119,4.867203,4.885312,5.5110664,5.5684104
Gaouo 1 R1 001.tif,0.20512821,0.055075485,0.012820513,77.948715,636.14105,16.923077,11.294871,1.4982973,0.3651766,0.46923205,1.0846047,3.0465548,5.3756623,7.902114,4.6258087,4.334086,4.4708076,4.467079,33.036526,166.0,0.01655629,1.0,0.023178808,3.0,0.046357617,1.0,0.21192053,19.0,0.4139073,14.0,0.6092715,19.0,1.1125828,15.0,1.589404,27.0,2.2019868,35.0,2.7086093,27.0,3.47351,35.0,4.0364237,27.0,4.4834437,35.0,4.7549667,27.0,5.3112583,35.0,6.129139,37.0,6.4801326,38.0,6.781457,37.0,7.1821194,38.0,7.3410597,37.0,7.721854,38.0,8.185431,37.0,8.562914,38.0,8.884106,37.0,9.231788,38.0,9.337749,37.0,9.046357,38.0,8.7351,37.0,8.155629,38.0,7.9039736,37.0,5.160221,31.0,3974600.0,0.36212122,0.5742424,0.12045454,0.1219697,0.1280303,0.14318182,0.075,0.009848485,0.3628788,0.4227273,0.425,0.36818182,0.47121212,0.29469696,0.425,0.45,0.6219697,0.6121212,0.5871212,0.36742425,0.0053030304,0.012878788,0.49166667,0.5,0.3219697,0.28181818,0.21969697,0.46136364,0.0053030304,0.0022727272,0.0053030304,0.018181818,0.5098485,1.0098485,1.3318181,1.6136363,1.8333333,2.2946968,2.3,2.3022728
Gaouo 1 R2 001.tif,0.30769232,0.08530612,0.012820513,93.5641,1229.1794,12.897436,24.153847,0.5339703,0.32842,0.37294784,0.78680795,2.6589553,4.481601,6.648494,3.649516,3.6642747,3.8976386,3.6234407,59.610783,156.0,0.5540541,20.0,1.3288288,22.0,2.054054,22.0,2.6036036,22.0,3.2522523,33.0,4.0585585,33.0,6.216216,73.0,7.0405407,73.0,7.3063064,73.0,7.644144,73.0,6.9684687,73.0,6.5765767,73.0,5.896396,73.0,3.6531532,30.0,2.3153152,30.0,1.6081082,24.0,0.8693694,7.0,1.0315316,7.0,1.6081082,24.0,2.518018,26.0,4.2027025,26.0,5.5540543,26.0,5.689189,26.0,5.4414415,26.0,5.4684687,26.0,4.891892,26.0,3.9909909,26.0,2.644144,26.0,0.9504505,7.0,0.509009,6.0,10.106952,57.0,3974600.0,0.46819085,0.11133201,0.12624255,0.0,0.0,0.19781312,0.03976143,0.44333997,0.0,0.0,1.0,1.0,0.45725647,0.45129225,0.22564612,1.0,1.0,0.65705764,0.2475149,0.55964214,0.091451295,0.1361829,0.5308151,1.0,1.0,0.027833002,0.41153082,0.013916501,1.0,1.0,0.091451295,0.22763419,0.7584493,1.7584493,2.7584493,2.7862823,3.197813,3.2117295,4.2117295,5.2117295
Gaouo 1 R3 001.tif,0.16666667,0.06315557,0.012820513,89.03846,866.7436,18.192308,21.717949,0.83766234,0.5093251,0.310801,1.5187557,4.664231,8.556682,12.195412,6.850472,6.649055,6.8813124,7.0811615,60.633717,159.0,0.015923567,1.0,0.10509554,3.0,0.522293,14.0,0.9522293,21.0,1.5541401,21.0,2.7866242,24.0,3.5318472,24.0,4.799363,41.0,5.691083,41.0,6.9490447,41.0,7.646497,41.0,8.22293,41.0,8.550956,41.0,8.627389,41.0,9.019108,41.0,8.828026,41.0,7.66879,41.0,7.178344,41.0,6.2420382,41.0,5.3949046,37.0,4.334395,37.0,3.4490447,32.0,3.1050956,32.0,2.5159235,25.0,2.2261147,25.0,1.3280255,18.0,0.8980892,16.0,0.8089172,16.0,0.5987261,16.0,0.38535032,16.0,9.0164385,44.0,3974600.0,0.0,0.4397463,0.44397464,0.25792813,0.38195914,0.6800564,0.7202255,0.0,0.0,0.0,1.0,1.0,1.0,0.7237491,0.68921775,0.61804086,0.6927414,0.5835095,0.60676533,1.0,1.0,0.16701902,0.13953489,0.43481326,0.23608175,0.009161381,0.0035236082,1.0,1.0,1.0,1.0,1.167019,1.3065538,1.7413671,1.9774488,1.9866102,1.9901338,2.9901338,3.9901338,4.990134
Gaouo 2 R1 001.tif,0.1923077,0.033416774,0.012820513,103.21795,514.7692,15.756411,27.935898,0.5640202,0.52861017,0.43690524,3.2170005,9.614017,15.762279,22.80016,13.326285,12.983936,12.894301,13.181635,40.797314,249.0,0.21875,1.0,0.09375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4375,4.0,6.15625,49.0,10.921875,49.0,4.4375,40.0,0.234375,5.0,5.796875,22.0,9.53125,22.0,7.5625,15.0,8.90625,20.0,9.9375,28.0,11.84375,38.0,14.078125,38.0,6.6875,25.0,5.40625,20.0,5.078125,20.0,4.109375,16.0,2.53125,16.0,0.0,0.0,0.453125,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046875,2.0,8.297728,43.0,3974600.0,0.21074043,0.0,0.45972335,0.75427175,0.17900732,0.2864117,0.7672905,0.0,0.0,0.6647681,0.6672091,1.0,1.0,0.820179,0.70301056,0.7298617,0.79251426,0.6606998,1.0,0.21236777,0.0016273393,1.0,0.2009764,0.038242474,0.5508543,0.41659886,0.052888528,1.0,1.0,0.002441009,0.0016273393,1.0016273,1.2026037,1.2408462,1.7917005,2.2082994,2.261188,3.261188,4.261188,4.263629
Gaouo 2 R2 001.tif,0.08974359,0.03937763,0.012820513,34.628204,224.46153,15.217949,27.833334,0.54675263,0.51616085,0.54698396,7.235264,21.509195,35.639763,50.23932,29.489033,29.297636,29.083618,29.15233,23.532759,89.0,0.21875,1.0,0.078125,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,2.0,0.9375,6.0,2.390625,22.0,2.640625,22.0,1.46875,7.0,0.96875,3.0,0.296875,3.0,0.796875,7.0,2.234375,16.0,4.078125,16.0,3.421875,16.0,2.484375,7.0,2.625,10.0,2.453125,10.0,2.625,5.0,2.234375,6.0,1.296875,6.0,1.625,22.0,1.34375,5.0,0.671875,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28125,8.0,4.557554,34.0,3974600.0,0.21398483,0.0,0.0,0.58213985,0.7708509,0.32097724,0.2611626,0.6588037,0.0,0.0,1.0,1.0,0.6663858,0.2822241,0.7818029,0.78264534,0.59477675,1.0,1.0,0.21566975,0.0016849199,1.0,1.0,0.0126369,0.0117944395,0.46082562,0.021061499,0.0075821397,1.0,1.0,0.0016849199,1.0016849,2.001685,2.0143218,2.0261161,2.4869418,2.5080032,2.5155854,3.5155854,4.5155854
Gaouo 2 R3 001.tif,0.17948718,0.03677106,0.012820513,78.75641,452.43588,17.192308,22.02564,0.78055876,0.64428526,0.378381,3.2156417,9.121394,15.780845,20.756079,11.984415,11.79351,12.139331,12.021819,35.987564,161.0,0.22699386,8.0,0.3190184,5.0,0.49079755,8.0,0.79141104,9.0,1.3220859,18.0,2.006135,34.0,3.030675,25.0,3.7576687,34.0,4.220859,25.0,4.5766873,34.0,4.815951,25.0,5.285276,34.0,5.3742332,25.0,5.6871166,34.0,5.4601226,25.0,4.9785275,27.0,4.4294477,25.0,3.5582821,25.0,2.7147238,25.0,2.1533742,19.0,1.9294479,35.0,1.797546,19.0,2.1871166,35.0,3.1226995,34.0,3.1288342,42.0,3.1564417,34.0,3.2515337,42.0,3.2177913,34.0,3.2269938,42.0,3.2791412,34.0,6.0650406,57.0,3974600.0,0.5294556,0.44071588,0.34228188,0.36390755,0.7479493,0.0,0.6070097,0.47129008,0.0,0.7479493,0.7516779,1.0,0.65846384,0.6107383,1.0,0.7576435,0.7688292,0.8829232,0.8329605,0.5398956,0.0104399705,0.3922446,0.5406413,0.4049217,0.009694258,1.0,0.0037285609,0.18717375,1.0,0.0037285609,0.0104399705,0.40268457,0.9433259,1.3482475,1.3579417,2.3579416,2.3616703,2.548844,3.548844,3.5525727
Gaouo 3 R1 001.tif,0.2820513,0.06672737,0.012820513,115.34615,1196.1923,17.179487,22.833334,0.7523863,0.4085672,0.38387457,1.1653752,3.5827894,5.964203,8.575233,4.71032,5.007031,5.00911,4.8524804,58.976887,190.0,0.83255816,32.0,2.1953487,42.0,2.9534883,33.0,4.0186048,42.0,6.2139535,74.0,6.1023254,42.0,6.427907,74.0,5.9581394,42.0,5.432558,74.0,4.725581,37.0,5.288372,74.0,5.088372,37.0,4.990698,33.0,5.6697674,29.0,6.3255816,33.0,6.1906977,53.0,5.990698,33.0,5.1953487,53.0,3.5209303,33.0,2.6232557,53.0,2.516279,24.0,4.0,61.0,4.9069767,91.0,5.4418607,61.0,6.567442,91.0,6.4418607,61.0,7.055814,91.0,6.3534884,61.0,4.4465117,24.0,3.367442,24.0,7.2120075,51.0,3974600.0,0.50671643,0.079104476,0.0,0.26119402,0.11716418,0.3164179,0.46119404,0.2335821,0.26865673,0.98507464,0.98656714,0.55597013,0.6268657,0.5641791,0.32388058,0.6671642,0.26791045,1.0,0.811194,0.62014925,0.11343284,0.7320896,1.0,0.006716418,0.55,0.0074626864,0.10298508,0.39328358,0.28731343,0.0014925373,0.11343284,0.8455224,1.8455224,1.8522388,2.4022388,2.4097016,2.5126867,2.9059703,3.1932838,3.1947763
Gaouo 3 R2 001.tif,0.26923078,0.049311075,0.012820513,206.0641,1309.1794,16.102564,20.5,0.78549093,0.5261801,0.46217102,0.86923695,2.6109817,4.3799305,6.621685,3.8033707,3.795605,3.4838126,3.6700518,40.372498,422.0,0.46534654,18.0,0.68646866,19.0,0.8052805,18.0,1.0231023,19.0,1.1947194,18.0,1.6336634,19.0,2.5313532,24.0,3.0264027,25.0,3.330033,24.0,3.7062707,25.0,4.082508,24.0,4.3762374,25.0,5.6633663,49.0,8.584158,64.0,10.491749,62.0,14.019802,64.0,15.363036,62.0,16.033003,64.0,15.726072,62.0,17.752476,64.0,19.79868,62.0,20.881187,64.0,20.924093,62.0,21.006601,64.0,18.50165,62.0,15.891089,63.0,12.966997,57.0,9.990099,63.0,8.973598,57.0,8.059406,63.0,15.127551,61.0,3974600.0,0.6576433,0.544586,0.41003186,0.29538217,0.21496816,0.26433122,0.47929937,0.0031847134,0.0,0.99761146,0.99840766,1.0,0.8869427,0.8558917,0.611465,0.6130573,0.4219745,0.46815288,0.92754775,0.7675159,0.10987261,0.38296178,0.058121018,0.12659235,0.39808917,0.34713376,0.37659237,0.88375795,1.0,7.9617836E-4,0.10987261,0.4928344,0.5509554,0.67754775,1.0756369,1.4227706,1.799363,2.683121,3.683121,3.683917
Gaouo 3 R3 001.tif,0.3846154,0.081479035,0.012820513,91.166664,1057.7179,16.115385,21.653847,0.74422735,0.41961786,0.4343469,1.2686359,3.4346683,5.863761,8.666821,4.93285,5.0112844,4.697462,5.0296354,40.74716,172.0,0.11065574,3.0,0.4918033,13.0,1.4344262,23.0,2.1188524,23.0,2.9057376,23.0,3.737705,23.0,4.110656,23.0,4.602459,23.0,4.7336063,23.0,4.9098363,23.0,4.344262,19.0,4.4344263,30.0,5.0655737,32.0,5.155738,32.0,5.446721,32.0,6.172131,32.0,6.2336063,32.0,6.7295084,32.0,7.377049,32.0,7.135246,32.0,6.4590163,32.0,5.180328,23.0,4.622951,23.0,3.6352458,23.0,2.897541,20.0,2.668033,20.0,2.0,20.0,1.5532787,7.0,1.7131147,7.0,1.840164,7.0,7.518072,61.0,3974600.0,0.21161495,0.19888623,0.18695307,0.34208432,0.28798726,0.25696102,0.0,0.3325378,0.32617342,0.99204457,0.9928401,0.34208432,0.7915672,1.0,0.69610184,0.8050915,0.36038187,0.29116946,0.725537,0.22354813,0.011933174,0.5266507,0.10421639,0.018297534,0.5171042,0.4391408,1.0,0.45902944,0.0159109,7.9554494E-4,0.011933174,0.5385839,0.6428003,0.6610978,1.178202,1.6173428,2.617343,3.0763724,3.0922832,3.0930789
Gaouo 4 R1 001.tif,0.24358974,0.048898976,0.012820513,159.25641,1080.7307,16.628204,22.833334,0.7282426,0.49226367,0.42882958,1.2766054,3.8028874,6.253378,9.206804,5.219237,5.314246,5.2660356,5.2176,33.29143,384.0,0.36448598,7.0,0.9766355,7.0,1.6588784,9.0,3.5233645,28.0,5.3411217,29.0,7.415888,28.0,8.663551,29.0,9.887851,28.0,10.313084,29.0,10.397196,28.0,9.401869,29.0,7.733645,27.0,6.135514,29.0,6.6121497,44.0,7.808411,40.0,7.682243,44.0,7.457944,40.0,7.4299064,44.0,7.82243,40.0,8.686916,44.0,9.135514,40.0,7.149533,22.0,6.9719625,21.0,8.275701,26.0,9.088785,29.0,8.598131,26.0,7.579439,29.0,5.948598,26.0,4.8738317,29.0,3.9859812,26.0,14.4281845,59.0,3974600.0,0.6260601,0.4387047,0.32536623,0.26522744,0.23284502,0.22667694,0.2621434,0.306862,0.0,0.9699306,0.9714726,1.0,0.8373169,0.53508097,0.24286816,0.7594449,0.58673865,0.7494217,0.75790286,0.6422514,0.01619121,0.31919816,0.42405552,0.32151118,0.5265998,0.01619121,0.27293754,0.5304549,1.0,0.00154202,0.01619121,0.33538938,0.7594449,1.0809561,1.6075559,1.6237471,1.8966846,2.4271395,3.4271395,3.4286816
Gaouo 4 R2 001.tif,0.21794872,0.049882453,0.012820513,66.0,444.08975,16.858974,21.935898,0.7685564,0.27814567,0.35069638,3.0592396,9.118624,15.615549,22.251623,12.87976,12.494183,12.738676,12.979965,36.17023,193.0,0.22040816,10.0,0.59591836,11.0,0.94285715,20.0,1.0693878,11.0,1.2081633,20.0,1.6857142,12.0,2.3061225,25.0,2.6285715,19.0,3.142857,25.0,3.7795918,25.0,4.428571,25.0,5.6040816,25.0,6.759184,34.0,7.330612,25.0,6.967347,34.0,7.089796,25.0,6.7265306,34.0,6.187755,25.0,5.6285715,34.0,4.497959,25.0,3.2571428,34.0,1.9020408,13.0,1.4653062,12.0,1.1755102,13.0,0.8857143,8.0,0.7020408,8.0,0.5510204,8.0,0.2244898,8.0,0.12653062,6.0,0.23265307,8.0,8.368601,52.0,3974600.0,0.47224334,0.5110266,0.21977186,0.15437262,0.13307984,0.13764259,0.066159695,0.0,0.0,0.97794676,0.9863118,1.0,1.0,0.0730038,0.1444867,0.7855513,0.5893536,0.23726235,0.52243346,0.478327,0.00608365,0.0114068445,0.017490495,0.434981,0.6524715,0.0068441066,0.0068441066,1.0,1.0,0.008365019,0.00608365,0.017490495,0.03498099,0.46996197,1.1224334,1.1292776,1.1361217,2.1361217,3.1361217,3.1444867
Gaouo 4 R3 001.tif,0.23076923,0.041974213,0.012820513,86.84615,497.17947,16.205128,16.346153,0.9913725,0.44463223,0.33098954,1.689376,5.7391696,9.965781,14.253662,8.000954,7.9631767,8.056653,8.232001,32.05868,192.0,0.069196425,4.0,0.24553572,6.0,0.52901787,15.0,0.93303573,19.0,1.4642857,28.0,1.8839285,28.0,2.3348215,28.0,2.747768,28.0,3.252232,28.0,3.8080356,28.0,4.408482,28.0,4.716518,28.0,4.881696,28.0,5.294643,28.0,5.441964,28.0,5.676339,28.0,6.162946,28.0,6.75,28.0,7.03125,28.0,7.274554,28.0,7.401786,28.0,7.386161,28.0,7.299107,28.0,7.075893,28.0,6.674107,28.0,6.185268,28.0,5.754464,28.0,5.325893,28.0,4.866071,28.0,4.470982,28.0,8.169903,36.0,3974600.0,0.47468355,0.42563292,0.38212025,0.3568038,0.40585443,0.3931962,0.318038,0.0,0.0,0.9462025,0.9833861,1.0,1.0,0.38291138,0.46835443,0.46914557,0.47231013,0.4533228,0.5522152,0.48101267,0.006329114,0.12658228,0.07120253,0.11550633,0.06329114,0.07515823,0.06487342,1.0,1.0,0.037183546,0.006329114,0.1329114,0.20411393,0.31962025,0.38291138,0.45806962,0.522943,1.522943,2.522943,2.5601265
Iroko 1 R1a 001.tif,0.24358974,0.060570266,0.012820513,225.82051,2105.6025,18.653847,25.602564,0.7285929,0.5545678,0.48344445,0.8137204,2.3900156,4.1157537,5.612109,3.3164208,3.3712075,3.3580618,3.3178637,28.393332,443.0,0.44117647,24.0,2.4176471,24.0,3.2117648,24.0,4.6235294,24.0,5.952941,24.0,7.929412,26.0,8.058824,26.0,9.447059,31.0,8.976471,31.0,8.288236,31.0,7.0411763,31.0,5.8235292,31.0,5.282353,18.0,6.7764707,27.0,9.523529,36.0,11.1705885,36.0,11.92353,36.0,11.676471,36.0,11.335294,36.0,9.682353,23.0,8.782353,23.0,8.976471,23.0,9.029411,23.0,9.1,23.0,9.917647,26.0,10.911765,28.0,11.970589,28.0,12.017647,28.0,11.770588,28.0,9.7,28.0,10.049347,88.0,3974600.0,0.0,0.28865978,0.22199313,0.21649484,0.100343645,0.054295532,0.06872852,0.17113402,0.39381444,0.5910653,0.59381443,0.57869416,0.9601375,0.98350513,0.98556703,0.97388315,0.9353952,0.8893471,0.771134,1.0,1.0,0.48247424,0.6673539,0.7189003,0.8735395,0.9312715,0.9147766,0.78900343,0.18487972,0.0027491408,1.0,1.4824742,2.1498282,2.8687286,3.742268,4.6735396,5.5883164,6.37732,6.5621996,6.5649486
Iroko 1 R1b 001.tif,0.34615386,0.055209063,0.012820513,324.6282,2491.487,19.871796,24.705128,0.8043591,0.48666722,0.5821921,0.66258436,2.122,3.499398,4.8912864,2.9776213,2.947884,2.8173473,2.7659466,40.800247,721.0,1.8275862,29.0,4.275862,29.0,5.634483,29.0,6.413793,29.0,7.662069,29.0,6.048276,19.0,6.337931,19.0,6.3931036,19.0,6.682759,19.0,7.110345,27.0,7.075862,30.0,7.096552,30.0,10.634482,37.0,13.772414,38.0,17.124138,49.0,19.689655,49.0,21.675861,49.0,23.2,49.0,21.903448,48.0,22.04138,48.0,21.131035,48.0,20.344828,46.0,18.537931,44.0,19.055172,63.0,17.793104,63.0,14.358621,63.0,11.862069,63.0,11.255173,63.0,7.9310346,33.0,10.048276,33.0,15.85036,67.0,3974600.0,0.5354839,0.35677418,0.38516128,0.08064516,0.14580645,0.16774194,0.14774193,0.12193549,0.04903226,0.40451613,0.5967742,0.71032256,0.52064514,0.99612904,0.95741934,0.9154839,0.91935486,0.73290324,0.5916129,0.5387097,0.0032258064,0.23483871,0.34774193,0.83870965,0.7696774,0.78967744,0.8483871,0.39870968,0.66129035,0.19225806,0.0032258064,0.23806451,0.5858064,1.4245161,2.1941934,2.9838707,3.8322577,4.2309675,4.8922577,5.0845156
