;OldVernacular;OldScientificName;Oldgenus;Oldspecies;TreeID;SampleID;RDMC;RootAverageLenght;RSL;BarkTh;PetioleL;LeafThickness;LeafArea;FreshWeight;DryWeight;LDMC;SLA;Dispers;Deciduousness;SPAD;Filled;Operator;Rootdryweight;Rootfreshweight;RootsArea;RSA;field_name;genus;species;MeanDBH;N;Roots_length;meanWD;sdWD;levelWD;nInd;family,,,,,,,,,,,,,,,,,,
79;Fromager;Ceiba pentadra;Ceiba;pentadra;C;2;273,2240437;1,953;0,005339902;1,72;9,7;0,23;17419;4,2;1851,4;440,66;9,408555688;2;1;42,4;0;Marco;260;0,9516;1904,524;7,325092308;fromager;Ceiba;pentandra;328,7872763;1006;1,3883746;0,305212121;0,070823262;species;33;Malvaceae
80;Fromager;Ceiba pentadra;Ceiba;pentadra;C;3;263,2308119;1,632;0,005866831;1,6;13,7;0,23;23134;5,2;2144,3;412,6;10,78860234;2;1;42,2;0;Marco;190;0,7218;1716,921;9,036426316;fromager;Ceiba;pentandra;328,7872763;1006;1,1146979;0,305212121;0,070823262;species;33;Malvaceae
81;Fromager;Ceiba pentadra;Ceiba;pentadra;A;1;804,5977011;1,528;0,011369781;2,3;12,1;0,21;15687;3,16;1291,4;408,22;12,14728202;2;1;29,5;0;Marco;70;0,087;1004,16;14,34514286;fromager;Ceiba;pentandra;328,7872763;1006;0,79588467;0,305212121;0,070823262;species;33;Malvaceae
82;Kaka;Blighia welwitschii;Blighia;welwitschii;A;1;456,5217391;1,606;0,003368923;1,55;1,7;0,34;18078;4,03;1868;463,75;9,677730193;3;2;30,6;0;Marco;210;0,46;887,121;4,224385714;kaka;Blighia;welwitschii;358;59;0,70747375;0,78575;0,070823262;species;4;Sapindaceae,,
83;Kaka;Blighia welwitschii;Blighia;welwitschii;A;2;451,6129032;2,197;0,009524486;1,35;2;0,36;41707;8,81;4536;515,1;9,194664903;3;2;37;0;Marco;140;0,31;1066,682;7,619157143;kaka;Blighia;welwitschii;358;59;1,3334281;0,78575;0,070823262;species;4;Sapindaceae,,,,
84;Kaka;Blighia welwitschii;Blighia;welwitschii;A;3;500;2,223;0,005631961;1,63;1,6;0,35;28801;6,33;3145;496,84;9,157710652;3;2;36,4;0;Marco;170;0,34;938,522;5,520717647;kaka;Blighia;welwitschii;358;59;0,95743334;0,78575;0,070823262;species;4;Sapindaceae,,,
85;Kaka;Blighia welwitschii;Blighia;welwitschii;B;1;493,8271605;1,967;0,002934355;0,9;3,1;0,29;13059;2,32;1042,5;449,84;12,52661871;3;2;45,9;0;Marco;400;0,81;1170,726;2,926815;kaka;Blighia;welwitschii;358;59;1,173742;0,78575;0,070823262;species;4;Sapindaceae,
86;Kaka;Blighia welwitschii;Blighia;welwitschii;B;2;592,5925926;1,82;0,004259511;0,82;2;0,3;5406;1,02;455;448,28;11,88131868;3;2;40,1;0;Marco;160;0,27;594,087;3,71304375;kaka;Blighia;welwitschii;358;59;0,6815217;0,78575;0,070823262;species;4;Sapindaceae,,,
87;Kaka;Blighia welwitschii;Blighia;welwitschii;B;3;529,4117647;1,402;0,010051777;0,65;2,4;0,31;7303;1,38;612,5;445,45;11,92326531;3;2;48,4;0;Marco;90;0,17;610,911;6,7879;kaka;Blighia;welwitschii;358;59;0,9046599;0,78575;0,070823262;species;4;Sapindaceae,
88;Kaka;Blighia welwitschii;Blighia;welwitschii;C;1;300;3,645;0,006666003;0,77;3,5;0,34;27257;5,15;2440;473,79;11,17090164;3;2;49;1;Marco;30;0,1;211,516;7,050533333;kaka;Blighia;welwitschii;358;59;0,19998008;0,78575;0,070823262;species;4;Sapindaceae,,,,
89;Kaka;Blighia welwitschii;Blighia;welwitschii;C;2;211,5384615;1,253;0,005400946;0,8;1,5;0,34;32195;6,04;2660;440,4;12,10338346;3;2;32,8;1;Marco;110;0,52;808,938;7,353981818;kaka;Blighia;welwitschii;358;59;0,5941041;0,78575;0,070823262;species;4;Sapindaceae,,
90;Kaka;Blighia welwitschii;Blighia;welwitschii;C;3;333,3333333;2,201;0,007513222;0,7;3,9;0,36;26729;5,06;2240;442,69;11,93258929;3;2;30,9;1;Marco;80;0,24;558,391;6,9798875;kaka;Blighia;welwitschii;358;59;0,60105777;0,78575;0,070823262;species;4;Sapindaceae,,
91;Koace Noliba;Pachystela brevipes;Pachystela;brevipes;A;1;358,974359;1,775;0,008629557;0,34;6,8;0,26;24769;3,88;1514;390,41;16,35997358;3;2;NA;0;Marco;140;0,39;1126,459;8,046135714;koace.noliba;Pachystela;brevipes;137,2608696;69;1,208138;0,714777961;0,123401724;family;31;Sapotaceae,,
92;Koace Noliba;Pachystela brevipes;Pachystela;brevipes;A;2;390,2439024;1,601;0,013808;0,39;5,7;0,24;20164;3,37;1350;400,36;14,9362963;3;2;NA;0;Marco;160;0,41;1529,507;9,55941875;koace.noliba;Pachystela;brevipes;137,2608696;69;2,20928;0,714777961;0,123401724;family;31;Sapotaceae,,
93;Koace Noliba;Pachystela brevipes;Pachystela;brevipes;A;3;392,8571429;2,097;0,00386177;0,37;7,4;0,27;19804;3,98;1520;381,72;13,02894737;3;2;NA;0;Marco;110;0,28;660,074;6,000672727;koace.noliba;Pachystela;brevipes;137,2608696;69;0,42479467;0,714777961;0,123401724;family;31;Sapotaceae,,
94;Koace Noliba;Pachystela brevipes;Pachystela;brevipes;B;1;280,8988764;2,184;0,005582306;0,37;5,5;0,28;13452;3,18;1176;369,58;11,43877551;3;2;NA;0;Marco;250;0,89;1666,552;6,666208;koace.noliba;Pachystela;brevipes;137,2608696;69;1,3955766;0,714777961;0,123401724;family;31;Sapotaceae,,
95;Koace Noliba;Pachystela brevipes;Pachystela;brevipes;B;2;357,1428571;1,745;0,009897802;0,33;6,5;0,27;16689;3,93;1446;367,94;11,54149378;3;2;NA;0;Marco;50;0,14;494,14;9,8828;koace.noliba;Pachystela;brevipes;137,2608696;69;0,49489012;0,714777961;0,123401724;family;31;Sapotaceae,,
96;Koace Noliba;Pachystela brevipes;Pachystela;brevipes;B;3;157,8947368;2,661;0,008616548;0,42;7,1;0,26;25253;5,39;1888;350,02;13,37552966;3;2;NA;0;Marco;60;0,38;825,26;13,75433333;koace.noliba;Pachystela;brevipes;137,2608696;69;0,51699287;0,714777961;0,123401724;family;31;Sapotaceae,,
97;Koace Noliba;Pachystela brevipes;Pachystela;brevipes;C;1;277,7777778;1,995;0,007970643;0,55;6,9;0,24;22218;3,68;1338;363,78;16,60538117;3;2;NA;0;Marco;100;0,36;820,306;8,20306;koace.noliba;Pachystela;brevipes;137,2608696;69;0,7970643;0,714777961;0,123401724;family;31;Sapotaceae,,
98;Koace Noliba;Pachystela brevipes;Pachystela;brevipes;C;2;384,6153846;1,78;0,01083779;0,28;5,3;0,24;11007;1,92;704;366,29;15,63494318;3;2;NA;0;Marco;50;0,13;435,287;8,70574;koace.noliba;Pachystela;brevipes;137,2608696;69;0,5418895;0,714777961;0,123401724;family;31;Sapotaceae,,
99;Koace Noliba;Pachystela brevipes;Pachystela;brevipes;C;3;325,5813953;1,413;0,010337818;0,47;4,8;0,26;16915;3,19;1137,5;356,86;14,87032967;3;2;NA;0;Marco;140;0,43;1214,071;8,671935714;koace.noliba;Pachystela;brevipes;137,2608696;69;1,4472945;0,714777961;0,123401724;family;31;Sapotaceae,
100;Kotibe;Nesogordonia papaverifera;Nesogordonia;papaverifera;A;2;625,7332812;0,796;0,002284001;0,47;2,4;0,22;2764;0,39;206,3;523,91;13,39796413;2;2;43,2;0;Marco;160;0,2557;311,906;1,9494125;kotibe;Nesogordonia;papaverifera;313,3269781;1049;0,36544013;0,645;0,070823262;species;14;Malvaceae
101;Kotibe;Nesogordonia papaverifera;Nesogordonia;papaverifera;A;3;518,134715;1,705;0,008440637;0,57;2,7;0,23;3222;0,42;241,3;579,67;13,35267302;2;2;27,6;0;Marco;60;0,1158;484,276;8,071266667;kotibe;Nesogordonia;papaverifera;313,3269781;1049;0,5064382;0,645;0,070823262;species;14;Malvaceae
102;Kotibe;Nesogordonia papaverifera;Nesogordonia;papaverifera;B;1;486,4489229;4,532;0,0068836;0,66;2,8;0,23;2980;0,38;238;621,99;12,5210084;2;2;50,3;0;Marco;140;0,2878;1183,46;8,453285714;kotibe;Nesogordonia;papaverifera;313,3269781;1049;0,96370405;0,645;0,070823262;species;14;Malvaceae,
103;Kotibe;Nesogordonia papaverifera;Nesogordonia;papaverifera;B;2;629,949604;0,796;0,002261362;0,63;1,4;0,22;2277;0,33;186;568,56;12,24193548;2;2;54,5;0;Marco;350;0,5556;742,384;2,121097143;kotibe;Nesogordonia;papaverifera;313,3269781;1049;0,79147655;0,645;0,070823262;species;14;Malvaceae,
104;Kotibe;Nesogordonia papaverifera;Nesogordonia;papaverifera;B;3;569,1249704;4,887;0,002653156;0,61;1,7;0,22;2981;0,48;244;510,93;12,21721311;2;2;27,9;0;Marco;240;0,4217;510,267;2,1261125;kotibe;Nesogordonia;papaverifera;313,3269781;1049;0,63675743;0,645;0,070823262;species;14;Malvaceae,
105;Kotibe;Nesogordonia papaverifera;Nesogordonia;papaverifera;C;1;500;2,03;0,008319569;0,4;2;0,26;2339;0,59;226;380,47;10,34955752;2;2;51,1;0;Marco;40;0,08;260,556;6,5139;kotibe;Nesogordonia;papaverifera;313,3269781;1049;0,33278275;0,645;0,070823262;species;14;Malvaceae,,,
106;Kotibe;Nesogordonia papaverifera;Nesogordonia;papaverifera;C;2;357,1428571;4,154;0,003240286;0,47;2,5;0,26;3376;0,78;372,5;480,65;9,063087248;2;2;52,2;0;Marco;100;0,28;435,621;4,35621;kotibe;Nesogordonia;papaverifera;313,3269781;1049;0,32402858;0,645;0,070823262;species;14;Malvaceae
107;Kotibe;Nesogordonia papaverifera;Nesogordonia;papaverifera;C;3;333,3333333;1,678;0,006619438;0,46;3,1;0,29;3901;0,84;407,5;488,02;9,573006135;2;2;51,5;0;Marco;60;0,18;459,825;7,66375;kotibe;Nesogordonia;papaverifera;313,3269781;1049;0,39716625;0,645;0,070823262;species;14;Malvaceae
108;Kotibe;Nesogordonia papaverifera;Nesogordonia;papaverifera;A;1;447,2453751;4,532;0,005577893;0,62;3,4;0,23;3986;0,55;298,8;538,31;13,34002677;2;2;43,6;0;Marco;220;0,4919;1220,848;5,549309091;kotibe;Nesogordonia;papaverifera;313,3269781;1049;1,2271364;0,645;0,070823262;species;14;Malvaceae
109;Koto;Pterygota macrocarpa;Pterygota;macrocarpa;A;2;535,9056806;2,681;0,007733473;1,23;9,4;0,26;30752;1,92;1180;614,58;26,06101695;2;1;49,8;0;Marco;50;0,0933;756,36;15,1272;koto;Pterygota;macrocarpa;252,75;280;0,38667366;0,49325;0,070823262;species;4;Malvaceae,
110;Koto;Pterygota macrocarpa;Pterygota;macrocarpa;A;3;492,2874959;3,456;0,003270708;1,15;12,8;0,26;32391;2,55;1250;490,2;25,9128;2;1;56,4;0;Marco;150;0,3047;811,204;5,408026667;koto;Pterygota;macrocarpa;252,75;280;0,4906062;0,49325;0,070823262;species;4;Malvaceae,
111;Koto;Pterygota macrocarpa;Pterygota;macrocarpa;B;1;454,2013626;1,787;0,014667206;1,06;10,2;0,28;16593;2,9;2130;734,48;7,790140845;2;1;57,1;0;Marco;180;0,3963;2251,007;12,50559444;koto;Pterygota;macrocarpa;252,75;280;2,6400971;0,49325;0,070823262;species;4;Malvaceae,
112;Koto;Pterygota macrocarpa;Pterygota;macrocarpa;B;2;179,7483523;2,345;0,001641977;1,56;12;0,3;36802;6,6;5020;760,61;7,331075697;2;1;52;0;Marco;150;0,8345;311,15;2,074333333;koto;Pterygota;macrocarpa;252,75;280;0,24629648;0,49325;0,070823262;species;4;Malvaceae,,,
113;Koto;Pterygota macrocarpa;Pterygota;macrocarpa;B;3;452,9616725;2,907;0,004903865;1,37;7,3;0,3;12888;2,27;1540;678,41;8,368831169;2;1;59;0;Marco;130;0,287;754,588;5,804523077;koto;Pterygota;macrocarpa;252,75;280;0,63750243;0,49325;0,070823262;species;4;Malvaceae,,
114;Koto;Pterygota macrocarpa;Pterygota;macrocarpa;C;1;277,5119617;4,123;0,003661381;1,2;9,2;0,2;17033;2,63;1470;558,94;11,58707483;2;1;59,2;0;Marco;290;1,045;1841,936;6,351503448;koto;Pterygota;macrocarpa;252,75;280;1,0618005;0,49325;0,070823262;species;4;Malvaceae,
115;Koto;Pterygota macrocarpa;Pterygota;macrocarpa;C;2;333,1945023;3,589;0,003540732;1,28;8,8;0,22;31130;4,34;3150;725,81;9,882539683;2;1;50,5;0;Marco;240;0,7203;1205,928;5,0247;koto;Pterygota;macrocarpa;252,75;280;0,8497756;0,49325;0,070823262;species;4;Malvaceae,
116;Koto;Pterygota macrocarpa;Pterygota;macrocarpa;C;3;191,4922719;3,238;0,004546493;1,17;10,5;0,24;35983;4,71;3470;736,73;10,36974063;2;1;55,8;0;Marco;140;0,7311;1054,74;7,533857143;koto;Pterygota;macrocarpa;252,75;280;0,63650906;0,49325;0,070823262;species;4;Malvaceae,
117;Koto;Pterygota macrocarpa;Pterygota;macrocarpa;A;1;576,5112831;5,149;0,001365899;1,19;12,4;0,24;15696;1,9;480;252,63;32,7;2;1;49,8;0;Marco;350;0,6071;776,634;2,218954286;koto;Pterygota;macrocarpa;252,75;280;0,47806475;0,49325;0,070823262;species;4;Malvaceae,
118;Loloti;Lannea welwitschii;Lannea;welwitschii;A;1;270,2702703;2,707;0,013791857;0,86;9,5;0,37;24714;6,51;2635;404,76;9,379127135;3;1.5;62,9;0;Marco;100;0,37;1131,246;11,31246;loloti;Lannea;welwitschii;234,3310185;432;1,3791857;0,405333333;0,070823262;species;6;Anacardiaceae,
119;Loloti;Lannea welwitschii;Lannea;welwitschii;A;2;260,8695652;2,109;0,011054988;0,84;10,5;0,34;47278;13,45;5133,3;381,66;9,210059806;3;1.5;65;0;Marco;120;0,46;1090,77;9,08975;loloti;Lannea;welwitschii;234,3310185;432;1,3265986;0,405333333;0,070823262;species;6;Anacardiaceae,
120;Loloti;Lannea welwitschii;Lannea;welwitschii;A;3;309,5238095;3,244;0,005249161;0,85;8,7;0,34;42975;12,56;5010;399,04;8,577844311;3;1.5;68,5;0;Marco;130;0,42;874,896;6,729969231;loloti;Lannea;welwitschii;234,3310185;432;0,68239087;0,405333333;0,070823262;species;6;Anacardiaceae,
121;Loloti;Lannea welwitschii;Lannea;welwitschii;B;1;377,7777778;3,6;0,004789778;0,8;4,7;0,29;18322;4,3;2310;536,71;7,931601732;3;1.5;58;0;Marco;170;0,45;954,452;5,614423529;loloti;Lannea;welwitschii;234,3310185;432;0,8142623;0,405333333;0,070823262;species;6;Anacardiaceae,,
122;Loloti;Lannea welwitschii;Lannea;welwitschii;B;2;376,8115942;3,487;0,005359005;0,63;9,4;0,27;35604;6,69;3160;472,35;11,26708861;3;1.5;62,9;0;Marco;260;0,69;1528,432;5,878584615;loloti;Lannea;welwitschii;234,3310185;432;1,3933414;0,405333333;0,070823262;species;6;Anacardiaceae,
123;Loloti;Lannea welwitschii;Lannea;welwitschii;B;3;500;4,6;0,00534315;0,65;11,3;0,26;32597;6;2782;463,36;11,71710999;3;1.5;60,5;0;Marco;50;0,1;299,288;5,98576;loloti;Lannea;welwitschii;234,3310185;432;0,2671575;0,405333333;0,070823262;species;6;Anacardiaceae,,,
124;Loloti;Lannea welwitschii;Lannea;welwitschii;C;1;500;2,149;0,013506882;0,81;6,8;0,31;19079;4,8;1670;347,92;11,4245509;3;1.5;55;0;Marco;180;0,36;1726,757;9,593094444;loloti;Lannea;welwitschii;234,3310185;432;2,4312387;0,405333333;0,070823262;species;6;Anacardiaceae,,,
125;Loloti;Lannea welwitschii;Lannea;welwitschii;C;2;288,1355932;2,432;0,004464372;0,64;13,8;0,34;39234;11,24;4645;413,44;8,446501615;3;1.5;52,6;0;Marco;170;0,59;1121,977;6,599864706;loloti;Lannea;welwitschii;234,3310185;432;0,75894326;0,405333333;0,070823262;species;6;Anacardiaceae,
126;Loloti;Lannea welwitschii;Lannea;welwitschii;C;3;272,7272727;4,106;0,003636879;0,49;11,7;0,32;53991;13,66;4790;350,66;11,27160752;3;1.5;52,9;0;Marco;90;0,33;574,917;6,387966667;loloti;Lannea;welwitschii;234,3310185;432;0,32731915;0,405333333;0,070823262;species;6;Anacardiaceae,
127;Lotofa;Sterculia rhinopetala;Sterculia;rhinopetala;A;2;546,0218409;4,187;0,003906708;1,17;4,2;0,25;4237;0,58;326,7;564,61;12,96908479;3;1;39,6;0;Marco;210;0,3846;842,999;4,014280952;lotofa;Sterculia;rhinopetala;406,1577236;616;0,82040876;0,673;0,070823262;species;4;Malvaceae
128;Lotofa;Sterculia rhinopetala;Sterculia;rhinopetala;A;3;533,1753555;4,862;0,005933728;1,2;4,9;0,23;5522;0,73;366,7;503,29;15,05863103;3;1;40,7;0;Marco;180;0,3376;1054,747;5,859705556;lotofa;Sterculia;rhinopetala;406,1577236;616;1,0680711;0,673;0,070823262;species;4;Malvaceae
129;Lotofa;Sterculia rhinopetala;Sterculia;rhinopetala;B;1;487,4086109;2,813;0,011980592;1,21;4,1;0,23;5189;0,67;356;529,95;14,5758427;3;1;48,5;0;Marco;60;0,1231;577,351;9,622516667;lotofa;Sterculia;rhinopetala;406,1577236;616;0,71883553;0,673;0,070823262;species;4;Malvaceae,
130;Lotofa;Sterculia rhinopetala;Sterculia;rhinopetala;B;2;531,6973415;3,302;0,003005838;1,45;4,4;0,24;4728;0,54;322;599,07;14,68322981;3;1;52,4;0;Marco;650;1,2225;2499,076;3,844732308;lotofa;Sterculia;rhinopetala;406,1577236;616;1,9537947;0,673;0,070823262;species;4;Malvaceae,
131;Lotofa;Sterculia rhinopetala;Sterculia;rhinopetala;B;3;587,0841487;3,002;0,005759887;1,14;4,8;0,23;5810;0,71;402;568,89;14,45273632;3;1;45,5;0;Marco;180;0,3066;890,07;4,944833333;lotofa;Sterculia;rhinopetala;406,1577236;616;1,0367796;0,673;0,070823262;species;4;Malvaceae,
132;Lotofa;Sterculia rhinopetala;Sterculia;rhinopetala;C;1;602,2584693;6,916;0,00293927;1,2;5,1;0,25;5630;0,86;645;747,96;8,728682171;3;1;41,7;0;Marco;240;0,3985;1328,343;5,5347625;lotofa;Sterculia;rhinopetala;406,1577236;616;0,7054249;0,673;0,070823262;species;4;Malvaceae,
133;Lotofa;Sterculia rhinopetala;Sterculia;rhinopetala;C;2;590,6238464;3,671;0,005639767;1,12;4,8;0,27;8321;1,34;995;741,57;8,36281407;3;1;40,1;0;Marco;160;0,2709;1019,102;6,3693875;lotofa;Sterculia;rhinopetala;406,1577236;616;0,9023627;0,673;0,070823262;species;4;Malvaceae,
134;Lotofa;Sterculia rhinopetala;Sterculia;rhinopetala;C;3;554,6927002;3,097;0,003452497;0,99;6;0,28;9130;1,38;1020;737,26;8,950980392;3;1;41,3;0;Marco;250;0,4507;828,02;3,31208;lotofa;Sterculia;rhinopetala;406,1577236;616;0,8631242;0,673;0,070823262;species;4;Malvaceae,,
135;Lotofa;Sterculia rhinopetala;Sterculia;rhinopetala;A;1;625,6220674;4,646;0,001846786;1,3;5,1;0,25;7008;0,86;466,7;541,06;15,01607028;3;1;38,4;0;Marco;440;0,7033;979,884;2,227009091;lotofa;Sterculia;rhinopetala;406,1577236;616;0,8125859;0,673;0,070823262;species;4;Malvaceae
136;Ouara grand;Cola gigantea;Cola;gigantea;A;2;581,7174515;5,526;0,001752608;1,33;12,5;0,69;50149;18,25;7035;385,59;7,128500355;1;2;50,2;0;Marco;210;0,361;715,064;3,405066667;ouara.grand;Cola;gigantea;233,1150442;226;0,36804777;0,48;0,070823262;species;1;Malvaceae,
137;Ouara grand;Cola gigantea;Cola;gigantea;A;3;427,2200183;4,007;0,002329125;1,1;8,8;0,84;32476;10,78;4335;402,32;7,491580161;1;2;53,5;0;Marco;140;0,3277;584,157;4,17255;ouara.grand;Cola;gigantea;233,1150442;226;0,32607743;0,48;0,070823262;species;1;Malvaceae,
138;Ouara grand;Cola gigantea;Cola;gigantea;B;1;347,6049173;7,357;0,001303207;0,96;9,9;0,73;39720;15,85;5235;330,39;7,58739255;1;2;56,5;0;Marco;410;1,1795;1568,9;3,826585366;ouara.grand;Cola;gigantea;233,1150442;226;0,534315;0,48;0,070823262;species;1;Malvaceae,
139;Ouara grand;Cola gigantea;Cola;gigantea;B;2;331,2825367;5,143;0,001638636;1,29;6,9;0,57;20782;6,89;2433,3;353,17;8,540664941;1;2;58,1;0;Marco;280;0,8452;1038,854;3,710192857;ouara.grand;Cola;gigantea;233,1150442;226;0,458818;0,48;0,070823262;species;1;Malvaceae
140;Ouara grand;Cola gigantea;Cola;gigantea;B;3;366,8042182;5,865;0,001835815;1,53;6,4;0,53;19826;7,04;2386,7;339,18;8,306867223;1;2;55,9;0;Marco;160;0,4362;670,062;4,1878875;ouara.grand;Cola;gigantea;233,1150442;226;0,2937304;0,48;0,070823262;species;1;Malvaceae
141;Ouara grand;Cola gigantea;Cola;gigantea;C;1;300;2,423;0,007230988;0,81;10,9;0,29;28902;6,23;2326,7;373,46;12,42188507;1;2;34,9;0;Marco;30;0,1;243,217;8,107233333;ouara.grand;Cola;gigantea;233,1150442;226;0,21692964;0,48;0,070823262;species;1;Malvaceae,
142;Ouara grand;Cola gigantea;Cola;gigantea;C;2;347,826087;2,082;0,002575031;0,9;13,1;0,3;58461;15,87;5920;372,95;9,875168919;1;2;37,1;0;Marco;160;0,46;648,641;4,05400625;ouara.grand;Cola;gigantea;233,1150442;226;0,4120049;0,48;0,070823262;species;1;Malvaceae,
143;Ouara grand;Cola gigantea;Cola;gigantea;C;3;282,0512821;2,193;0,003868543;0,72;17,8;0,31;65140;16,27;6195;380,76;10,5149314;1;2;38,1;0;Marco;110;0,39;623,412;5,667381818;ouara.grand;Cola;gigantea;233,1150442;226;0,42553973;0,48;0,070823262;species;1;Malvaceae,
144;Ouara grand;Cola gigantea;Cola;gigantea;A;1;438,8659703;9,732;0,000773968;1,36;7,9;0,76;13337;7,67;2993,3;390,27;4,455617546;1;2;51,2;0;Marco;500;1,1393;1200,102;2,400204;ouara.grand;Cola;gigantea;233,1150442;226;0,3869841;0,48;0,070823262;species;1;Malvaceae
145;Ouossoupalie a fleurs mauves;Erythrina mildbraedii;Erythrina;mildbraedii;A;2;250;2,536;0,010432573;1,12;15,2;0,24;21045;3,48;935;269,06;22,50802139;1;1;48,1;0;Marco;30;0,12;364,178;12,13926667;ouossoupalie.a.fleurs.mauves;Erythrina;mildbraedii;480,8333333;12;0,3129772;0,289050725;0,09413391;genus;23;Fabaceae,,
146;Ouossoupalie a fleurs mauves;Erythrina mildbraedii;Erythrina;mildbraedii;A;3;375;2,422;0,007042142;0,61;21,2;0,28;32593;2,74;2012,5;735,16;16,1952795;1;1;47,9;0;Marco;120;0,32;884,673;7,372275;ouossoupalie.a.fleurs.mauves;Erythrina;mildbraedii;480,8333333;12;0,845057;0,289050725;0,09413391;genus;23;Fabaceae,
147;Ouossoupalie a fleurs mauves;Erythrina mildbraedii;Erythrina;mildbraedii;B;1;700;2,014;0,006031244;2,73;5,6;0,28;7952;1,63;702,8;431,8;11,31474104;1;1;38,4;0;Marco;21;0,03;130,1;6,195238095;ouossoupalie.a.fleurs.mauves;Erythrina;mildbraedii;480,8333333;12;0,12665612;0,289050725;0,09413391;genus;23;Fabaceae,
148;Ouossoupalie a fleurs mauves;Erythrina mildbraedii;Erythrina;mildbraedii;B;2;572,7272727;1,514;0,004451492;2,23;5,2;0,29;6955;1,73;730,8;423,01;9,516967707;1;1;47;0;Marco;63;0,11;301,584;4,787047619;ouossoupalie.a.fleurs.mauves;Erythrina;mildbraedii;480,8333333;12;0,28044397;0,289050725;0,09413391;genus;23;Fabaceae,
149;Ouossoupalie a fleurs mauves;Erythrina mildbraedii;Erythrina;mildbraedii;B;3;450;1,834;0,007105436;2,06;6,1;0,33;11949;2,88;1160,7;403,01;10,29464978;1;1;43,9;0;Marco;18;0,04;105,969;5,887166667;ouossoupalie.a.fleurs.mauves;Erythrina;mildbraedii;480,8333333;12;0,12789784;0,289050725;0,09413391;genus;23;Fabaceae,
150;Ouossoupalie a fleurs mauves;Erythrina mildbraedii;Erythrina;mildbraedii;C;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;39,5;0;Marco;NA;NA;NA;NA;ouossoupalie.a.fleurs.mauves;Erythrina;mildbraedii;480,8333333;12;NA;0,289050725;0,09413391;genus;23;Fabaceae,,,,,,,,,,,,,,
151;Ouossoupalie a fleurs mauves;Erythrina mildbraedii;Erythrina;mildbraedii;C;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;42;0;Marco;NA;NA;NA;NA;ouossoupalie.a.fleurs.mauves;Erythrina;mildbraedii;480,8333333;12;NA;0,289050725;0,09413391;genus;23;Fabaceae,,,,,,,,,,,,,,,
152;Ouossoupalie a fleurs mauves;Erythrina mildbraedii;Erythrina;mildbraedii;C;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;38,5;0;Marco;NA;NA;NA;NA;ouossoupalie.a.fleurs.mauves;Erythrina;mildbraedii;480,8333333;12;NA;0,289050725;0,09413391;genus;23;Fabaceae,,,,,,,,,,,,,,
153;Ouossoupalie a fleurs mauves;Erythrina mildbraedii;Erythrina;mildbraedii;A;1;222,2222222;2,465;0,011476659;1,48;14,5;0,27;29207;5,71;1762,5;308,67;16,57134752;1;1;45,6;0;Marco;20;0,09;242,033;12,10165;ouossoupalie.a.fleurs.mauves;Erythrina;mildbraedii;480,8333333;12;0,22953317;0,289050725;0,09413391;genus;23;Fabaceae
154;Papayer;Carica papaya;Carica;papaya;A;2;177,7777778;2,278;0,01578933;0,57;34,9;0,38;94931;17,81;3340;187,54;28,42245509;3;2;61,7;0;Marco;16;0,09;217,574;13,598375;papayer;Carica;papaya;136,9230769;456;0,25262928;0,1875;0,09413391;genus;2;Caricaceae,
155;Papayer;Carica papaya;Carica;papaya;A;3;187,5;2,371;0,013025712;0,62;22,8;0,3;38392;6,42;1110;172,9;34,58738739;3;2;54;0;Marco;30;0,16;488,46;16,282;papayer;Carica;papaya;136,9230769;456;0,39077136;0,1875;0,09413391;genus;2;Caricaceae,,
156;Papayer;Carica papaya;Carica;papaya;B;1;101,6949153;5,416;0,011809855;0,86;36,2;0,42;103009;25,76;4490;174,3;22,94187082;3;2;57,1;0;Marco;60;0,59;1293,112;21,55186667;papayer;Carica;papaya;136,9230769;456;0,7085913;0,1875;0,09413391;genus;2;Caricaceae,
157;Papayer;Carica papaya;Carica;papaya;B;2;121,9512195;4,666;0,011879599;0,86;49,8;0,42;110696;27,6;6580;238,41;16,8231003;3;2;58,7;0;Marco;50;0,41;890,818;17,81636;papayer;Carica;papaya;136,9230769;456;0,59397995;0,1875;0,09413391;genus;2;Caricaceae,
158;Papayer;Carica papaya;Carica;papaya;B;3;130,4347826;3,823;0,006326597;0,71;24,7;0,32;95727;23,79;5640;237,07;16,97287234;3;2;49,7;0;Marco;60;0,46;759,927;12,66545;papayer;Carica;papaya;136,9230769;456;0,37959582;0,1875;0,09413391;genus;2;Caricaceae,
159;Papayer;Carica papaya;Carica;papaya;C;1;97,56097561;4,679;0,008445293;0,6;58,1;0,4;134033;32,31;7980;246,98;16,79611529;3;2;42,5;0;Marco;40;0,41;648,183;16,204575;papayer;Carica;papaya;136,9230769;456;0,3378117;0,1875;0,09413391;genus;2;Caricaceae,
160;Papayer;Carica papaya;Carica;papaya;C;2;100;4,756;0,008605165;0,64;26,8;0,46;90696;20,24;4230;208,99;21,44113475;3;2;49,8;0;Marco;30;0,3;504,347;16,81156667;papayer;Carica;papaya;136,9230769;456;0,25815496;0,1875;0,09413391;genus;2;Caricaceae,,
