;OldVernacular;OldScientificName;Oldgenus;Oldspecies;TreeID;SampleID;RDMC;RootAverageLenght;RSL;BarkTh;PetioleL;LeafThickness;LeafArea;FreshWeight;DryWeight;LDMC;SLA;Dispers;Deciduousness;SPAD;Filled;Operator;Rootdryweight;Rootfreshweight;RootsArea;RSA;field_name;genus;species;MeanDBH;N;Roots_length;meanWD;sdWD;levelWD;nInd;family,,,,,,,,,,,,,,,,,,
326;Difou;Morus mesozygia;Morus;mesozygia;A;2;288,8888889;NA;0,507199231;0,49;2,4;0,02;4829;0,88;312;354,55;15,4775641;3;1;33,7;NA;Vincyane;130;0,45;641,527;4,934823077;difou;Morus;mesozygia;265,6451613;62;65,9359;0,723555556;0,070823262;species;9;Moraceae,,
327;Difou;Morus mesozygia;Morus;mesozygia;A;3;428,2051282;NA;0,611469401;0,39;2,7;0,02;5186;0,1;291;2910;17,82130584;3;1;35,3;NA;Vincyane;167;0,39;902,65;5,40508982;difou;Morus;mesozygia;265,6451613;62;102,11539;0,723555556;0,070823262;species;9;Moraceae,,,
328;Difou;Morus mesozygia;Morus;mesozygia;B;1;376,5957447;NA;1,112487345;0,5;2,1;0,04;6166;0,14;285;2035,71;21,63508772;3;1;33,1;NA;Vincyane;177;0,47;1343,914;7,592734463;difou;Morus;mesozygia;265,6451613;62;196,91026;0,723555556;0,070823262;species;9;Moraceae,,
329;Difou;Morus mesozygia;Morus;mesozygia;B;2;346,2962963;NA;0,943164706;0,29;1,9;0,03;6440;0,09;301;3344,44;21,39534884;3;1;33,8;NA;Vincyane;187;0,54;1296,372;6,932470588;difou;Morus;mesozygia;265,6451613;62;176,3718;0,723555556;0,070823262;species;9;Moraceae,,
330;Difou;Morus mesozygia;Morus;mesozygia;B;3;376,4397906;NA;0,698263241;0,34;2,5;0,03;6286;0,13;322;2476,92;19,52173913;3;1;29,6;NA;Vincyane;719;1,91;4330,477;6,022916551;difou;Morus;mesozygia;265,6451613;62;502,05127;0,723555556;0,070823262;species;9;Moraceae,,
331;Difou;Morus mesozygia;Morus;mesozygia;C;1;422,4137931;NA;0,743642041;0,58;2;0,04;5742;1,05;386;367,62;14,87564767;3;1;37,8;NA;Vincyane;245;0,58;1388,103;5,665726531;difou;Morus;mesozygia;265,6451613;62;182,1923;0,723555556;0,070823262;species;9;Moraceae,,,
332;Difou;Morus mesozygia;Morus;mesozygia;C;2;373,6842105;NA;0,785843275;0,69;2,2;0,03;6315;1,12;416;371,43;15,18028846;3;1;39,1;NA;Vincyane;142;0,38;811,525;5,714964789;difou;Morus;mesozygia;265,6451613;62;111,589745;0,723555556;0,070823262;species;9;Moraceae,,
333;Difou;Morus mesozygia;Morus;mesozygia;C;3;419,1489362;NA;0,440713249;0,51;2,4;0,03;7540;1,31;481;367,18;15,67567568;3;1;35,6;NA;Vincyane;197;0,47;882,658;4,480497462;difou;Morus;mesozygia;265,6451613;62;86,82051;0,723555556;0,070823262;species;9;Moraceae,,
334;Emien;Alstonia boonei;Alstonia;boonei;A;1;657,8947368;NA;3,04328204;0,39;9,5;0,02;64418;15,06;4684;311,02;13,75277541;3;2;52,4;NA;Vincyane;125;0,19;5993,395;47,94716;emien;Alstonia;boonei;390,2878788;66;380,410255;0,3214;0,070823262;species;5;Apocynaceae,,
335;Emien;Alstonia boonei;Alstonia;boonei;A;2;323,9669421;NA;0,261937474;0,45;11,6;0,02;33774;6,65;2139;321,65;15,78962132;3;2;50,4;NA;Vincyane;392;1,21;1905,67;4,861403061;emien;Alstonia;boonei;390,2878788;66;102,67949;0,3214;0,070823262;species;5;Apocynaceae,,
336;Emien;Alstonia boonei;Alstonia;boonei;A;3;323,699422;NA;0,263049464;0,45;7,1;0,03;39482;8,88;3025;340,65;13,05190083;3;2;56,2;NA;Vincyane;560;1,73;2916,346;5,207760714;emien;Alstonia;boonei;390,2878788;66;147,3077;0,3214;0,070823262;species;5;Apocynaceae,,
337;Emien;Alstonia boonei;Alstonia;boonei;B;1;275,1592357;NA;0,107356956;0,74;5,2;0,02;25291;7,11;1719;241,77;14,71262362;3;2;48,9;NA;Vincyane;1728;6,28;3810,685;2,205257523;emien;Alstonia;boonei;390,2878788;66;185,51282;0,3214;0,070823262;species;5;Apocynaceae,,
338;Emien;Alstonia boonei;Alstonia;boonei;B;2;271,369863;NA;0,235881913;0,65;5,3;0,03;16011;4,37;1389;317,85;11,52699784;3;2;49,4;NA;Vincyane;1981;7,3;9812,736;4,953425543;emien;Alstonia;boonei;390,2878788;66;467,28207;0,3214;0,070823262;species;5;Apocynaceae,,
339;Emien;Alstonia boonei;Alstonia;boonei;B;3;630,3571429;NA;0,204837649;0,61;4,1;0,03;31284;6,83;1766;258,57;17,71460929;3;2;37;NA;Vincyane;353;0,56;1548,938;4,387926346;emien;Alstonia;boonei;390,2878788;66;72,30769;0,3214;0,070823262;species;5;Apocynaceae,,,
340;Emien;Alstonia boonei;Alstonia;boonei;C;1;370,9302326;NA;0,463387179;0,46;6,7;0,02;16789;2,74;737;268,98;22,78018996;3;2;47,7;NA;Vincyane;319;0,86;1752,229;5,492880878;emien;Alstonia;boonei;390,2878788;66;147,82051;0,3214;0,070823262;species;5;Apocynaceae,,
341;Emien;Alstonia boonei;Alstonia;boonei;C;2;363,9344262;NA;0,260857005;0,58;3,7;0,02;17697;3,39;853;251,62;20,74677608;3;2;48,1;NA;Vincyane;444;1,22;1645,446;3,705959459;emien;Alstonia;boonei;390,2878788;66;115,82051;0,3214;0,070823262;species;5;Apocynaceae,,
342;Emien;Alstonia boonei;Alstonia;boonei;C;3;275,7575758;NA;0,976660073;0,58;6,6;0,02;20673;3,82;961;251,57;21,5119667;3;2;48,1;NA;Vincyane;273;0,99;2559,663;9,376054945;emien;Alstonia;boonei;390,2878788;66;266,6282;0,3214;0,070823262;species;5;Apocynaceae,,
343;Gaouo;Pseudocinchona pachyceras;Pseudocinchona;pachyceras;A;1;608,3333333;NA;0,266947654;0,31;3,2;0,04;13793;2,14;901;421,03;15,30854606;3;2;59,2;NA;Vincyane;292;0,48;808,449;2,768660959;gaouo;Corynanthe;pachyceras;228,7413793;58;77,948715;0,672333333;0,070823262;species;3;Rubiaceae,,
344;Gaouo;Pseudocinchona pachyceras;Pseudocinchona;pachyceras;A;2;515,9722222;NA;0,125927456;0,39;1,7;0,04;5733;0,67;327;488,06;17,53211009;3;2;58,2;NA;Vincyane;743;1,44;1566,853;2,10881965;gaouo;Corynanthe;pachyceras;228,7413793;58;93,5641;0,672333333;0,070823262;species;3;Rubiaceae,,
345;Gaouo;Pseudocinchona pachyceras;Pseudocinchona;pachyceras;A;3;479,2207792;NA;0,24129664;0,38;3;0,01;6282;0,85;349;410,59;18;3;2;59,4;NA;Vincyane;369;0,77;1098,022;2,975669377;gaouo;Corynanthe;pachyceras;228,7413793;58;89,03846;0,672333333;0,070823262;species;3;Rubiaceae,,,,
346;Gaouo;Pseudocinchona pachyceras;Pseudocinchona;pachyceras;B;1;523,0769231;NA;0,505970343;0,43;1,7;0,02;7586;1,54;812;527,27;9,342364532;3;2;53,8;NA;Vincyane;204;0,39;653,863;3,205210784;gaouo;Corynanthe;pachyceras;228,7413793;58;103,21795;0,672333333;0,070823262;species;3;Rubiaceae,,
347;Gaouo;Pseudocinchona pachyceras;Pseudocinchona;pachyceras;B;2;310;NA;0,27925971;0,35;1,8;0,04;3459;0,52;252;484,62;13,72619048;3;2;48,6;NA;Vincyane;124;0,4;284,763;2,296475806;gaouo;Corynanthe;pachyceras;228,7413793;58;34,628204;0,672333333;0,070823262;species;3;Rubiaceae,,,
348;Gaouo;Pseudocinchona pachyceras;Pseudocinchona;pachyceras;B;3;618,5185185;NA;0,471595269;0,41;1,5;0,05;9922;1,78;926;520,22;10,71490281;3;2;51,8;NA;Vincyane;167;0,27;569,723;3,41151497;gaouo;Corynanthe;pachyceras;228,7413793;58;78,75641;0,672333333;0,070823262;species;3;Rubiaceae,,
349;Gaouo;Pseudocinchona pachyceras;Pseudocinchona;pachyceras;C;1;533,0645161;NA;0,174502496;0,55;2,4;0,05;11357;1,91;808;423,04;14,05569307;3;2;55;NA;Vincyane;661;1,24;1519,163;2,298279879;gaouo;Corynanthe;pachyceras;228,7413793;58;115,34615;0,672333333;0,070823262;species;3;Rubiaceae,,,
350;Gaouo;Pseudocinchona pachyceras;Pseudocinchona;pachyceras;C;2;490,2173913;NA;0,456904878;0,46;2,5;0,05;11025;1,82;781;429,12;14,11651729;3;2;60,9;NA;Vincyane;451;0,92;1662,87;3,687073171;gaouo;Corynanthe;pachyceras;228,7413793;58;206,0641;0,672333333;0,070823262;species;3;Rubiaceae,,
351;Gaouo;Pseudocinchona pachyceras;Pseudocinchona;pachyceras;C;3;492,6174497;NA;0,124205264;0,56;2,8;0,05;10582;1,65;674;408,48;15,70029674;3;2;60,9;NA;Vincyane;734;1,49;1346,924;1,835046322;gaouo;Corynanthe;pachyceras;228,7413793;58;91,166664;0,672333333;0,070823262;species;3;Rubiaceae,,
352;Dounbourou;Ficus mucuso;Ficus;mucuso;A;1;615,1515152;NA;0,720538079;0,67;2,9;0,04;15198;3,79;1198;316,09;12,68614357;3;2;53,2;NA;Vincyane;203;0,33;904,123;4,453807882;dounbourou;Ficus;mucuso;374,7435897;39;146,26923;0,409;0,070823262;species;2;Moraceae,,
353;Dounbourou;Ficus mucuso;Ficus;mucuso;A;2;505,5555556;NA;0,673823626;0,85;2,2;0,04;9122;1,76;442;251,14;20,63800905;3;2;47,7;NA;Vincyane;455;0,9;1729,341;3,800749451;dounbourou;Ficus;mucuso;374,7435897;39;306,58975;0,409;0,070823262;species;2;Moraceae,,
354;Dounbourou;Ficus mucuso;Ficus;mucuso;A;3;463,6363636;NA;0,305990649;0,93;2,4;0,03;9607;1,87;533;285,03;18,02439024;3;2;42,2;NA;Vincyane;663;1,43;1905,882;2,874633484;dounbourou;Ficus;mucuso;374,7435897;39;202,8718;0,409;0,070823262;species;2;Moraceae,,
355;Dounbourou;Ficus mucuso;Ficus;mucuso;B;1;438,0952381;NA;0,970122609;1;2,5;0,06;7806;2,02;593;293,56;13,16357504;3;2;51,9;NA;Vincyane;460;1,05;2772,868;6,027973913;dounbourou;Ficus;mucuso;374,7435897;39;446,2564;0,409;0,070823262;species;2;Moraceae,,,
356;Dounbourou;Ficus mucuso;Ficus;mucuso;B;2;579,3103448;NA;0,799832143;0,99;2,3;0,06;6995;1,37;348;254,01;20,10057471;3;2;45,5;NA;Vincyane;168;0,29;897,579;5,342732143;dounbourou;Ficus;mucuso;374,7435897;39;134,3718;0,409;0,070823262;species;2;Moraceae,,
357;Dounbourou;Ficus mucuso;Ficus;mucuso;B;3;593,1034483;NA;1,45982407;0,66;3,1;0,06;12767;3,27;1122;343,12;11,37878788;3;2;53;NA;Vincyane;172;0,29;1262,915;7,34252907;dounbourou;Ficus;mucuso;374,7435897;39;251,08974;0,409;0,070823262;species;2;Moraceae,,,
358;Dounbourou;Ficus mucuso;Ficus;mucuso;C;1;328,1512605;NA;0,756705762;0,61;2,4;0,05;12076;3,1;840;270,97;14,37619048;3;2;48,4;NA;Vincyane;781;2,38;5027,989;6,437886044;dounbourou;Ficus;mucuso;374,7435897;39;590,9872;0,409;0,070823262;species;2;Moraceae,,
359;Dounbourou;Ficus mucuso;Ficus;mucuso;C;2;340,0722022;NA;0,69545155;0,67;1,9;0,06;12117;2,96;841;284,12;14,4078478;3;2;45,4;NA;Vincyane;942;2,77;5290,846;5,616609342;dounbourou;Ficus;mucuso;374,7435897;39;655,11536;0,409;0,070823262;species;2;Moraceae,,
360;Dounbourou;Ficus mucuso;Ficus;mucuso;C;3;361,25;NA;1,184012007;0,57;2,2;0,06;13837;3,54;1081;305,37;12,80018501;3;2;46,8;NA;Vincyane;289;0,8;2219,554;7,680117647;dounbourou;Ficus;mucuso;374,7435897;39;342,17947;0,409;0,070823262;species;2;Moraceae,,
361;Oba;Bombax buonopozense;Bombax;buonopozense;A;1;208;NA;0,325567058;0,41;14;0,02;23487;4,71;1481;314,44;15,85887914;3;1;46,7;NA;Vincyane;104;0,5;639,024;6,144461538;oba;Bombax;buonopozense;267,8241758;91;33,858974;0,324;0,070823262;species;3;Malvaceae,,,,
362;Oba;Bombax buonopozense;Bombax;buonopozense;A;2;261,9047619;NA;0,142191139;0,62;20,2;0,03;20197;4,23;1380;326,24;14,63550725;3;1;45,2;NA;Vincyane;165;0,63;445,108;2,697624242;oba;Bombax;buonopozense;267,8241758;91;23,461538;0,324;0,070823262;species;3;Malvaceae,,
363;Oba;Bombax buonopozense;Bombax;buonopozense;A;3;202,2727273;NA;0,279890528;0,54;18;0,02;32076;6,5;2235;343,85;14,35167785;3;1;45,7;NA;Vincyane;89;0,44;454,564;5,107460674;oba;Bombax;buonopozense;267,8241758;91;24,910257;0,324;0,070823262;species;3;Malvaceae,,,
364;Oba;Bombax buonopozense;Bombax;buonopozense;B;1;1100;NA;0,709790227;0,47;12,2;0,03;19231;3,19;786;246,39;24,46692112;3;1;36,8;NA;Vincyane;22;0,02;134,725;6,123863636;oba;Bombax;buonopozense;267,8241758;91;15,615385;0,324;0,070823262;species;3;Malvaceae,,,
365;Oba;Bombax buonopozense;Bombax;buonopozense;B;2;438,0952381;NA;0,483277609;0,72;23,5;0,02;24852;4,11;1103;268,37;22,53127833;3;1;52,7;NA;Vincyane;92;0,21;380,666;4,137673913;oba;Bombax;buonopozense;267,8241758;91;44,46154;0,324;0,070823262;species;3;Malvaceae,,
366;Oba;Bombax buonopozense;Bombax;buonopozense;B;3;279;NA;0,28214319;0,75;18,2;0,03;24516;3,83;920;240,21;26,64782609;3;1;51,8;NA;Vincyane;558;2;2506,542;4,492010753;oba;Bombax;buonopozense;267,8241758;91;157,4359;0,324;0,070823262;species;3;Malvaceae,,,,
367;Oba;Bombax buonopozense;Bombax;buonopozense;C;1;441,3043478;NA;0,402456724;0,73;24,3;0,02;40210;7,57;2149;283,88;18,71102839;3;1;57,4;NA;Vincyane;406;0,92;1793,391;4,417219212;oba;Bombax;buonopozense;267,8241758;91;163,39743;0,324;0,070823262;species;3;Malvaceae,,
368;Oba;Bombax buonopozense;Bombax;buonopozense;C;2;705,8823529;NA;0,344764967;0,78;19;0,03;28423;5,22;1417;271,46;20,05857445;3;1;55;NA;Vincyane;120;0,17;517,485;4,312375;oba;Bombax;buonopozense;267,8241758;91;41,371796;0,324;0,070823262;species;3;Malvaceae,,,,
369;Oba;Bombax buonopozense;Bombax;buonopozense;C;3;660;NA;1,049339545;0,82;18,2;0,03;28919;5,64;1575;279,26;18,36126984;3;1;52,5;NA;Vincyane;66;0,1;643,752;9,753818182;oba;Bombax;buonopozense;267,8241758;91;69,25641;0,324;0,070823262;species;3;Malvaceae,,,
370;Tulipier du Gabon;Spathodea campanulata;Spathodea;campanulata;A;1;296;NA;0,556652797;0,96;5,1;0,04;26909;4,73;903;190,91;29,79955703;3;2;25,7;NA;Vincyane;74;0,25;366,335;4,950472973;tulipier.du.gabon;Spathodea;campanulata;167,2560976;82;41,192307;0,3505;0,070823262;species;4;Bignoniaceae,,,
371;Tulipier du Gabon;Spathodea campanulata;Spathodea;campanulata;A;2;214,0625;NA;0,776342847;1,4;3,3;0,03;13254;2,69;531;197,4;24,96045198;3;2;25,9;NA;Vincyane;137;0,64;999,289;7,294080292;tulipier.du.gabon;Spathodea;campanulata;167,2560976;82;106,35897;0,3505;0,070823262;species;4;Bignoniaceae,,
372;Tulipier du Gabon;Spathodea campanulata;Spathodea;campanulata;A;3;266,6666667;NA;0,434561965;0,92;5,1;0,03;21763;4,4;927;210,68;23,4768069;3;2;24,2;NA;Vincyane;144;0,54;628,586;4,365180556;tulipier.du.gabon;Spathodea;campanulata;167,2560976;82;62,576923;0,3505;0,070823262;species;4;Bignoniaceae,,
373;Tulipier du Gabon;Spathodea campanulata;Spathodea;campanulata;B;1;222,8915663;NA;0,597297297;0,91;9,3;0,04;32173;7,5;1591;212,13;20,22187304;3;2;31,6;NA;Vincyane;185;0,83;1312,994;7,097264865;tulipier.du.gabon;Spathodea;campanulata;167,2560976;82;110,5;0,3505;0,070823262;species;4;Bignoniaceae,,
374;Tulipier du Gabon;Spathodea campanulata;Spathodea;campanulata;B;2;179,6610169;NA;0,522254472;1,2;6,6;0,02;30954;6,59;1257;190,74;24,62529833;3;2;30,1;NA;Vincyane;106;0,59;727,418;6,862433962;tulipier.du.gabon;Spathodea;campanulata;167,2560976;82;55,358974;0,3505;0,070823262;species;4;Bignoniaceae,,
375;Tulipier du Gabon;Spathodea campanulata;Spathodea;campanulata;B;3;223,9583333;NA;0,456768047;0,62;8;0,03;21493;4,69;988;210,66;21,75404858;3;2;33,9;NA;Vincyane;215;0,96;1053,686;4,900865116;tulipier.du.gabon;Spathodea;campanulata;167,2560976;82;98,20513;0,3505;0,070823262;species;4;Bignoniaceae,,,
376;Tulipier du Gabon;Spathodea campanulata;Spathodea;campanulata;C;1;273,4375;NA;0,192234434;0,6;8;0,03;33544;5,07;1299;256,21;25,82294072;3;2;32,7;NA;Vincyane;175;0,64;529,739;3,02708;tulipier.du.gabon;Spathodea;campanulata;167,2560976;82;33,641026;0,3505;0,070823262;species;4;Bignoniaceae,,,
377;Tulipier du Gabon;Spathodea campanulata;Spathodea;campanulata;C;2;223,3128834;NA;0,185827005;1,1;4,7;0,02;33787;5,02;1182;235,46;28,58460237;3;2;38,8;NA;Vincyane;364;1,63;1385,321;3,805826923;tulipier.du.gabon;Spathodea;campanulata;167,2560976;82;67,64103;0,3505;0,070823262;species;4;Bignoniaceae,,
378;Tulipier du Gabon;Spathodea campanulata;Spathodea;campanulata;C;3;302,6315789;NA;0,650278696;1,65;4,9;0,03;43923;6,87;1636;238,14;26,84779951;3;2;38;NA;Vincyane;115;0,38;618,263;5,3762;tulipier.du.gabon;Spathodea;campanulata;167,2560976;82;74,78205;0,3505;0,070823262;species;4;Bignoniaceae,,,
379;Bosse;Guarea cedrata;Guarea;cedrata;A;1;527,5510204;NA;0,237985416;0,53;6,3;0,04;83208;16,67;7163;429,69;11,61636186;3;2;62,4;NA;Vincyane;517;0,98;1197,213;2,315692456;bosse;Guarea;cedrata;393,9117647;34;123,03846;0,607288889;0,09413391;genus;15;Meliaceae,,
380;Bosse;Guarea cedrata;Guarea;cedrata;A;2;509,2307692;NA;0,450964426;0,57;9,1;0,02;90330;17,63;7530;427,11;11,99601594;3;2;65,6;NA;Vincyane;662;1,3;3048,289;4,604666163;bosse;Guarea;cedrata;393,9117647;34;298,53845;0,607288889;0,09413391;genus;15;Meliaceae,,
381;Bosse;Guarea cedrata;Guarea;cedrata;A;3;437,8378378;NA;0,54392213;0,59;13,8;0,05;105148;22,23;8010;360,32;13,12709114;3;2;57,6;NA;Vincyane;324;0,74;1544,096;4,765728395;bosse;Guarea;cedrata;393,9117647;34;176,23077;0,607288889;0,09413391;genus;15;Meliaceae,,
382;Bosse;Guarea cedrata;Guarea;cedrata;B;1;424,6575342;NA;0,392679903;0,47;6,8;0,03;38851;7,51;2343;311,98;16,58173282;3;2;43,7;NA;Vincyane;310;0,73;1254,326;4,046212903;bosse;Guarea;cedrata;393,9117647;34;121,73077;0,607288889;0,09413391;genus;15;Meliaceae,,
383;Bosse;Guarea cedrata;Guarea;cedrata;B;2;378,1021898;NA;0,20770221;0,49;4,5;0,04;77338;14,78;4616;312,31;16,75433276;3;2;31,3;NA;Vincyane;518;1,37;1667,86;3,21980695;bosse;Guarea;cedrata;393,9117647;34;107,589745;0,607288889;0,09413391;genus;15;Meliaceae,,
384;Bosse;Guarea cedrata;Guarea;cedrata;B;3;355,3719008;NA;0,492605837;0,5;6,1;0,05;101775;17,8;8208;461,12;12,3994883;3;2;53;NA;Vincyane;430;1,21;2304,643;5,359634884;bosse;Guarea;cedrata;393,9117647;34;211,82051;0,607288889;0,09413391;genus;15;Meliaceae,,,
385;Bosse;Guarea cedrata;Guarea;cedrata;C;1;407,9754601;NA;0,295141699;0,87;2,3;0,04;41027;9,25;3046;329,3;13,46913986;3;2;42;NA;Vincyane;665;1,63;2032,018;3,055666165;bosse;Guarea;cedrata;393,9117647;34;196,26923;0,607288889;0,09413391;genus;15;Meliaceae,,,
386;Bosse;Guarea cedrata;Guarea;cedrata;C;2;292,2330097;NA;0,390620997;0,97;2,2;0,04;36368;6,9;2618;379,42;13,89152024;3;2;42,2;NA;Vincyane;301;1,03;1292,216;4,293076412;bosse;Guarea;cedrata;393,9117647;34;117,57692;0,607288889;0,09413391;genus;15;Meliaceae,,
387;Bosse;Guarea cedrata;Guarea;cedrata;C;3;452,3809524;NA;0,30814214;0,84;2,5;0,02;39639;7,17;2775;387,03;14,28432432;3;2;46,8;NA;Vincyane;285;0,63;1026,889;3,603119298;bosse;Guarea;cedrata;393,9117647;34;87,82051;0,607288889;0,09413391;genus;15;Meliaceae,,
388;Gaouo;Pseudocinchona pachyceras;Pseudocinchona;pachyceras;D;1;375;NA;0,5308547;0,43;2,3;0,03;10255;1,81;843;465,75;12,16488731;3;2;49,5;NA;Vincyane;300;0,8;1361,305;4,537683333;gaouo;Corynanthe;pachyceras;228,7413793;58;159,25641;0,672333333;0,070823262;species;3;Rubiaceae,,,
389;Gaouo;Pseudocinchona pachyceras;Pseudocinchona;pachyceras;D;2;396,2962963;NA;0,61682243;0,28;1,7;0,03;4084;0,76;307;403,95;13,3029316;3;2;55,1;NA;Vincyane;107;0,27;561,886;5,251271028;gaouo;Corynanthe;pachyceras;228,7413793;58;66;0,672333333;0,070823262;species;3;Rubiaceae,,,
390;Gaouo;Pseudocinchona pachyceras;Pseudocinchona;pachyceras;D;3;430,4347826;NA;0,877233838;0,5;1,7;0,03;5253;0,89;397;446,07;13,23173804;3;2;47,8;NA;Vincyane;99;0,23;627,539;6,338777778;gaouo;Corynanthe;pachyceras;228,7413793;58;86,84615;0,672333333;0,070823262;species;3;Rubiaceae,,
391;Fara;Stereospermum acuminatissimum;Stereospermum;acuminatissimum;A;1;279,7752809;NA;0,335650281;0,9;9,5;0,02;29139;3,32;963;290,06;30,25856698;2;1.5;52,1;NA;Vincyane;249;0,89;1052,427;4,226614458;fara;Stereospermum;acuminatissimum;188,372093;129;83,57692;0,65975;0,09413391;genus;10;Bignoniaceae,,
392;Fara;Stereospermum acuminatissimum;Stereospermum;acuminatissimum;A;2;315,5339806;NA;0,343392492;0,78;8,1;0,02;33698;4,93;1473;298,78;22,87712152;2;1.5;57,4;NA;Vincyane;325;1,03;1390,033;4,277024615;fara;Stereospermum;acuminatissimum;188,372093;129;111,60256;0,65975;0,09413391;genus;10;Bignoniaceae,,
393;Fara;Stereospermum acuminatissimum;Stereospermum;acuminatissimum;A;3;289,4736842;NA;0,207365971;0,69;7,5;0,02;34644;4,9;1531;312,45;22,62834749;2;1.5;55,8;NA;Vincyane;275;0,95;868,818;3,159338182;fara;Stereospermum;acuminatissimum;188,372093;129;57,025642;0,65975;0,09413391;genus;10;Bignoniaceae,,
394;Fara;Stereospermum acuminatissimum;Stereospermum;acuminatissimum;B;1;337,8378378;NA;0,500205136;0,53;7,7;0,03;29507;4,04;1326;328,22;22,25263952;2;1.5;42,9;NA;Vincyane;125;0,37;612,161;4,897288;fara;Stereospermum;acuminatissimum;188,372093;129;62,525642;0,65975;0,09413391;genus;10;Bignoniaceae,,
395;Fara;Stereospermum acuminatissimum;Stereospermum;acuminatissimum;B;2;337,1428571;NA;1,016188602;0,58;7;0,02;22353;3,25;1091;335,69;20,48854262;2;1.5;52,7;NA;Vincyane;118;0,35;844,327;7,155313559;fara;Stereospermum;acuminatissimum;188,372093;129;119,910255;0,65975;0,09413391;genus;10;Bignoniaceae,,,
396;Fara;Stereospermum acuminatissimum;Stereospermum;acuminatissimum;B;3;321,7391304;NA;1,061330541;0,78;7,5;0,02;21899;3,73;1348;361,39;16,24554896;2;1.5;54,3;NA;Vincyane;74;0,23;584,038;7,892405405;fara;Stereospermum;acuminatissimum;188,372093;129;78,53846;0,65975;0,09413391;genus;10;Bignoniaceae,,
397;Fara;Stereospermum acuminatissimum;Stereospermum;acuminatissimum;C;1;381,25;NA;0,681378721;0,58;5,7;0,02;20486;2,9;707;243,79;28,97595474;2;1.5;49,6;NA;Vincyane;61;0,16;337,328;5,529967213;fara;Stereospermum;acuminatissimum;188,372093;129;41,564102;0,65975;0,09413391;genus;10;Bignoniaceae,,
398;Fara;Stereospermum acuminatissimum;Stereospermum;acuminatissimum;C;2;280,952381;NA;0,439482831;0,51;5,3;0,02;16010;2,45;672;274,29;23,82440476;2;1.5;35;NA;Vincyane;118;0,42;548,144;4,645288136;fara;Stereospermum;acuminatissimum;188,372093;129;51,858974;0,65975;0,09413391;genus;10;Bignoniaceae,,,
399;Fara;Stereospermum acuminatissimum;Stereospermum;acuminatissimum;C;3;329,6296296;NA;0,737827685;0,52;7;0,02;14092;1,56;484;310,26;29,11570248;2;1.5;33,4;NA;Vincyane;89;0,27;550,516;6,185573034;fara;Stereospermum;acuminatissimum;188,372093;129;65,666664;0,65975;0,09413391;genus;10;Bignoniaceae,,,
400;Ouindo;Lasiodiscus mildbraedii;Lasiodiscus;mildbraedii;A;1;746,1538462;NA;1,704070928;0,39;0,8;0,02;4909;0,51;255;500;19,25098039;3;2;52,6;NA;Vincyane;97;0,13;651,572;6,717237113;ouindo;Lasiodiscus;mildbraedii;135,3435754;358;165,29488;0,784;0,09413391;genus;1;Rhamnaceae,,,
401;Ouindo;Lasiodiscus mildbraedii;Lasiodiscus;mildbraedii;A;2;692,4242424;NA;0,724008315;0,53;0,7;0,03;6313;0,9;481;534,44;13,12474012;3;2;58,3;NA;Vincyane;457;0,66;1775,133;3,884317287;ouindo;Lasiodiscus;mildbraedii;135,3435754;358;330,8718;0,784;0,09413391;genus;1;Rhamnaceae,,
402;Ouindo;Lasiodiscus mildbraedii;Lasiodiscus;mildbraedii;A;3;685,7142857;NA;0,293447292;0,32;1,1;0,02;9823;1,12;479;427,68;20,50730689;3;2;52,3;NA;Vincyane;144;0,21;337,246;2,341986111;ouindo;Lasiodiscus;mildbraedii;135,3435754;358;42,25641;0,784;0,09413391;genus;1;Rhamnaceae,,
403;Ouindo;Lasiodiscus mildbraedii;Lasiodiscus;mildbraedii;B;1;670,5882353;NA;0,483974342;0,27;0,9;0,02;2682;0,3;136;453,33;19,72058824;3;2;53,9;NA;Vincyane;228;0,34;659,785;2,89379386;ouindo;Lasiodiscus;mildbraedii;135,3435754;358;110,34615;0,784;0,09413391;genus;1;Rhamnaceae,,
404;Ouindo;Lasiodiscus mildbraedii;Lasiodiscus;mildbraedii;B;2;595,7746479;NA;0,48496695;0,49;0,8;0,02;4275;0,5;216;432;19,79166667;3;2;51,3;NA;Vincyane;423;0,71;1308,396;3,093134752;ouindo;Lasiodiscus;mildbraedii;135,3435754;358;205,14102;0,784;0,09413391;genus;1;Rhamnaceae,,,
405;Ouindo;Lasiodiscus mildbraedii;Lasiodiscus;mildbraedii;B;3;713,3333333;NA;0,754792664;0,44;0,8;0,02;3536;0,44;203;461,36;17,41871921;3;2;59,1;NA;Vincyane;214;0,3;823,648;3,84882243;ouindo;Lasiodiscus;mildbraedii;135,3435754;358;161,52563;0,784;0,09413391;genus;1;Rhamnaceae,,
406;Ouindo;Lasiodiscus mildbraedii;Lasiodiscus;mildbraedii;C;1;845;NA;1,123805207;0,28;0,6;0,03;7223;0,78;396;507,69;18,23989899;3;2;55,4;NA;Vincyane;169;0,2;860,098;5,089337278;ouindo;Lasiodiscus;mildbraedii;135,3435754;358;189,92308;0,784;0,09413391;genus;1;Rhamnaceae,,,
